"110年07月27日 外資及陸資買賣超彙總表"
,,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ","1808  ","潤隆            ","60,000","20,000","40,000","0","0","0","60,000","20,000","40,000",
" ","3669  ","圓展            ","97,000","57,000","40,000","0","0","0","97,000","57,000","40,000",
" ",="00763U","期街口道瓊銅    ","53,000","14,000","39,000","0","0","0","53,000","14,000","39,000",
" ","9908  ","大台北          ","61,150","24,000","37,150","0","0","0","61,150","24,000","37,150",
" ","1731  ","美吾華          ","98,000","62,000","36,000","0","0","0","98,000","62,000","36,000",
" ","4108  ","懷特            ","91,000","55,000","36,000","0","0","0","91,000","55,000","36,000",
" ","9921  ","巨大            ","755,455","720,069","35,386","0","0","0","755,455","720,069","35,386",
" ","1590  ","亞德客-KY       ","738,348","703,006","35,342","0","0","0","738,348","703,006","35,342",
" ",="00713 ","元大台灣高息低波","36,000","1,000","35,000","0","0","0","36,000","1,000","35,000",
" ",="00875 ","國泰網路資安    ","35,000","0","35,000","0","0","0","35,000","0","35,000",
" ","2488  ","漢平            ","36,000","1,000","35,000","0","0","0","36,000","1,000","35,000",
" ","4104  ","佳醫            ","102,000","67,465","34,535","0","0","0","102,000","67,465","34,535",
" ",="01003T","兆豐新光R1      ","33,052","0","33,052","0","0","0","33,052","0","33,052",
" ","3694  ","海華            ","167,000","134,000","33,000","0","0","0","167,000","134,000","33,000",
" ","2539  ","櫻花建          ","46,000","14,000","32,000","0","0","0","46,000","14,000","32,000",
" ","5234  ","達興材料        ","35,000","4,000","31,000","0","0","0","35,000","4,000","31,000",
" ","6582  ","申豐            ","110,000","79,000","31,000","0","0","0","110,000","79,000","31,000",
" ",="00640L","富邦日本正2     ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ",="031515","聯詠元大0A購07  ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ",="033248","長榮元大0B購08  ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ",="06994P","瑞昱凱基0B售02  ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ",="089297","聯電國票0A購03  ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ","3036  ","文曄            ","433,000","403,000","30,000","0","0","0","433,000","403,000","30,000",
" ","1442  ","名軒            ","35,000","6,000","29,000","0","0","0","35,000","6,000","29,000",
" ","9940  ","信義            ","61,000","32,000","29,000","0","0","0","61,000","32,000","29,000",
" ","2809  ","京城銀          ","344,000","316,000","28,000","0","0","0","344,000","316,000","28,000",
" ",="0061  ","元大寶滬深      ","32,000","5,000","27,000","0","0","0","32,000","5,000","27,000",
" ","1463  ","強盛            ","49,000","22,000","27,000","0","0","0","49,000","22,000","27,000",
" ","2348  ","海悅            ","58,000","31,000","27,000","0","0","0","58,000","31,000","27,000",
" ","4722  ","國精化          ","264,000","237,000","27,000","0","0","0","264,000","237,000","27,000",
" ","6024  ","群益期          ","36,000","10,000","26,000","0","0","0","36,000","10,000","26,000",
" ","1626  ","艾美特-KY       ","38,000","13,000","25,000","0","0","0","38,000","13,000","25,000",
" ","6504  ","南六            ","41,000","16,000","25,000","0","0","0","41,000","16,000","25,000",
" ","2702  ","華園            ","49,000","25,000","24,000","0","0","0","49,000","25,000","24,000",
" ","3518  ","柏騰            ","35,000","11,000","24,000","0","0","0","35,000","11,000","24,000",
" ","4426  ","利勤            ","42,000","18,000","24,000","0","0","0","42,000","18,000","24,000",
" ","6598  ","ABC-KY          ","37,000","13,000","24,000","0","0","0","37,000","13,000","24,000",
" ","3013  ","晟銘電          ","48,000","25,000","23,000","0","0","0","48,000","25,000","23,000",
" ","3563  ","牧德            ","34,000","11,000","23,000","0","0","0","34,000","11,000","23,000",
" ","2495  ","普安            ","658,000","636,000","22,000","0","0","0","658,000","636,000","22,000",
" ","1598  ","岱宇            ","111,600","90,000","21,600","0","0","0","111,600","90,000","21,600",
" ","1313  ","聯成            ","1,178,000","1,157,000","21,000","0","0","0","1,178,000","1,157,000","21,000",
" ","3010  ","華立            ","120,000","99,000","21,000","0","0","0","120,000","99,000","21,000",
" ","8940  ","新天地          ","63,000","42,000","21,000","0","0","0","63,000","42,000","21,000",
" ",="00681R","元大美債20反1   ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="033664","晶技統一15購01  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="035318","京元電元大0B購04","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="036852","聯陽凱基0C購01  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ","3052  ","夆典            ","99,000","79,000","20,000","0","0","0","99,000","79,000","20,000",
" ","9924  ","福興            ","44,000","24,000","20,000","0","0","0","44,000","24,000","20,000",
" ","2354  ","鴻準            ","995,148","976,033","19,115","0","0","0","995,148","976,033","19,115",
" ",="00652 ","富邦印度        ","20,000","1,000","19,000","0","0","0","20,000","1,000","19,000",
" ","3543  ","州巧            ","33,000","14,000","19,000","0","0","0","33,000","14,000","19,000",
" ","6581  ","鋼聯            ","19,000","0","19,000","0","0","0","19,000","0","19,000",
" ","2467  ","志聖            ","555,000","537,000","18,000","0","0","0","555,000","537,000","18,000",
" ","1215  ","卜蜂            ","182,000","165,000","17,000","0","0","0","182,000","165,000","17,000",
" ","1503  ","士電            ","24,000","7,000","17,000","0","0","0","24,000","7,000","17,000",
" ","1507  ","永大            ","19,000","2,000","17,000","0","0","0","19,000","2,000","17,000",
" ","9944  ","新麗            ","61,000","44,000","17,000","0","0","0","61,000","44,000","17,000",
" ","1315  ","達新            ","18,000","2,000","16,000","0","0","0","18,000","2,000","16,000",
" ","2250  ","IKKA-KY         ","27,000","11,000","16,000","0","0","0","27,000","11,000","16,000",
" ","4935  ","茂林-KY         ","67,000","51,000","16,000","0","0","0","67,000","51,000","16,000",
" ","6515  ","穎崴            ","27,000","11,000","16,000","0","0","0","27,000","11,000","16,000",
" ",="00670L","富邦NASDAQ正2   ","30,000","15,000","15,000","0","0","0","30,000","15,000","15,000",
" ",="032679","裕民中信0B購01  ","15,000","0","15,000","0","0","0","15,000","0","15,000",
" ",="087496","聯詠群益0A購01  ","15,000","0","15,000","0","0","0","15,000","0","15,000",
" ","2545  ","皇翔            ","153,000","138,000","15,000","0","0","0","153,000","138,000","15,000",
" ",="033393","晶相光元大12購01","15,000","1,000","14,000","0","0","0","15,000","1,000","14,000",
" ","1528  ","恩德            ","353,000","339,000","14,000","0","0","0","353,000","339,000","14,000",
" ","1717  ","長興            ","876,000","862,000","14,000","0","0","0","876,000","862,000","14,000",
" ","2433  ","互盛電          ","21,000","7,000","14,000","0","0","0","21,000","7,000","14,000",
" ","3057  ","喬鼎            ","22,000","8,000","14,000","0","0","0","22,000","8,000","14,000",
" ","2524  ","京城            ","14,000","1,000","13,000","0","0","0","14,000","1,000","13,000",
" ","2536  ","宏普            ","15,000","2,000","13,000","0","0","0","15,000","2,000","13,000",
" ","2642  ","宅配通          ","701,000","688,000","13,000","0","0","0","701,000","688,000","13,000",
" ","8473  ","山林水          ","22,000","9,000","13,000","0","0","0","22,000","9,000","13,000",
" ","2227  ","裕日車          ","21,039","9,000","12,039","0","0","0","21,039","9,000","12,039",
" ","1110  ","東泥            ","51,005","39,000","12,005","0","0","0","51,005","39,000","12,005",
" ","1536  ","和大            ","300,000","288,000","12,000","0","0","0","300,000","288,000","12,000",
" ","3054  ","立萬利          ","22,000","10,000","12,000","0","0","0","22,000","10,000","12,000",
" ","1256  ","鮮活果汁-KY     ","12,000","1,000","11,000","0","0","0","12,000","1,000","11,000",
" ","1612  ","宏泰            ","472,000","461,000","11,000","0","0","0","472,000","461,000","11,000",
" ","2373  ","震旦行          ","13,000","2,000","11,000","0","0","0","13,000","2,000","11,000",
" ","6674  ","鋐寶科技        ","23,000","12,000","11,000","0","0","0","23,000","12,000","11,000",
" ",="03064F","恒指麥證0C購01  ","10,000","0","10,000","0","219,000","-219,000","10,000","219,000","-209,000",
" ",="030832","長榮中信0C購02  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="031323","台達電元大0A購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="032452","群創元大12購04  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033049","美時永豐0A購01  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033408","南亞科第一15購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033567","台航永豐0B購02  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="034968","國產元大0C購02  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="035262","安集凱基11購02  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="036738","國巨元大14購01  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="037773","國巨凱基14購01  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="039501","聯詠永豐11購02  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="039978","晶心科元大11購03","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="040157","億光元大11購03  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="089012","大立光元大11購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ","3705  ","永信            ","27,000","17,000","10,000","0","0","0","27,000","17,000","10,000",
" ","5269  ","祥碩            ","176,100","167,000","9,100","0","0","0","176,100","167,000","9,100",
" ","1707  ","葡萄王          ","38,000","29,000","9,000","0","0","0","38,000","29,000","9,000",
" ","2247  ","汎德永業        ","9,000","0","9,000","0","0","0","9,000","0","9,000",
" ","2936  ","客思達-KY       ","9,000","0","9,000","0","0","0","9,000","0","9,000",
" ","5007  ","三星            ","18,030","10,000","8,030","0","0","0","18,030","10,000","8,030",
" ",="033107","聯詠元富0A購05  ","8,000","0","8,000","0","0","0","8,000","0","8,000",
" ","2423  ","固緯            ","25,000","17,000","8,000","0","0","0","25,000","17,000","8,000",
" ","6412  ","群電            ","21,000","13,000","8,000","0","0","0","21,000","13,000","8,000",
" ","1452  ","宏益            ","172,000","165,000","7,000","0","0","0","172,000","165,000","7,000",
" ","1521  ","大億            ","7,000","0","7,000","0","0","0","7,000","0","7,000",
" ","1733  ","五鼎            ","17,000","10,000","7,000","0","0","0","17,000","10,000","7,000",
" ","6756  ","威鋒電子        ","248,000","241,000","7,000","0","0","0","248,000","241,000","7,000",
" ","9937  ","全國            ","7,000","0","7,000","0","0","0","7,000","0","7,000",
" ",="0051  ","元大中型100     ","10,000","4,000","6,000","0","0","0","10,000","4,000","6,000",
" ","1773  ","勝一            ","57,000","51,000","6,000","0","0","0","57,000","51,000","6,000",
" ","3055  ","蔚華科          ","31,000","25,000","6,000","0","0","0","31,000","25,000","6,000",
" ","4766  ","南寶            ","17,000","11,000","6,000","0","0","0","17,000","11,000","6,000",
" ","4994  ","傳奇            ","8,000","2,000","6,000","0","0","0","8,000","2,000","6,000",
" ","6183  ","關貿            ","8,000","2,000","6,000","0","0","0","8,000","2,000","6,000",
" ","8072  ","陞泰            ","6,000","0","6,000","0","0","0","6,000","0","6,000",
" ","8103  ","瀚荃            ","678,000","672,000","6,000","0","0","0","678,000","672,000","6,000",
" ",="034907","廣達元大11購01  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="035740","華晶科國票0C購03","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="036194","長榮航統一12購01","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="038127","界霖凱基13購01  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","1234  ","黑松            ","12,000","7,000","5,000","0","0","0","12,000","7,000","5,000",
" ","1614  ","三洋電          ","6,000","1,000","5,000","0","0","0","6,000","1,000","5,000",
" ","2530  ","華建            ","140,000","135,000","5,000","0","0","0","140,000","135,000","5,000",
" ","2704  ","國賓            ","16,000","11,000","5,000","0","0","0","16,000","11,000","5,000",
" ","3164  ","景岳            ","8,000","3,000","5,000","0","0","0","8,000","3,000","5,000",
" ","3617  ","碩天            ","11,000","6,000","5,000","0","0","0","11,000","6,000","5,000",
" ","4557  ","永新-KY         ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","4755  ","三福化          ","8,000","3,000","5,000","0","0","0","8,000","3,000","5,000",
" ","8374  ","羅昇            ","44,000","39,000","5,000","0","0","0","44,000","39,000","5,000",
" ",="00690 ","兆豐藍籌30      ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ",="00771 ","元大US高息特別股","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ",="030601","聯電元大0A購03  ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","1225  ","福懋油          ","37,000","33,000","4,000","0","0","0","37,000","33,000","4,000",
" ","1342  ","八貫            ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","1419  ","新紡            ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","1438  ","三地開發        ","5,000","1,000","4,000","0","0","0","5,000","1,000","4,000",
" ","1468  ","昶和            ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","2405  ","浩鑫            ","121,000","117,000","4,000","0","0","0","121,000","117,000","4,000",
" ","2852  ","第一保          ","6,000","2,000","4,000","0","0","0","6,000","2,000","4,000",
" ","3557  ","嘉威            ","14,000","10,000","4,000","0","0","0","14,000","10,000","4,000",
" ","6192  ","巨路            ","6,000","2,000","4,000","0","0","0","6,000","2,000","4,000",
" ","8481  ","政伸            ","6,000","2,000","4,000","0","0","0","6,000","2,000","4,000",
" ","9136  ","巨騰-DR         ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","9914  ","美利達          ","345,754","342,000","3,754","0","0","0","345,754","342,000","3,754",
" ",="01002T","土銀國泰R1      ","3,630","0","3,630","0","0","0","3,630","0","3,630",
" ",="032469","長榮中信0A購04  ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ",="035395","萬海永豐0B購04  ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","2228  ","劍麟            ","41,000","38,000","3,000","0","0","0","41,000","38,000","3,000",
" ","4439  ","冠星-KY         ","5,000","2,000","3,000","0","0","0","5,000","2,000","3,000",
" ","6216  ","居易            ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","6426  ","統新            ","15,000","12,000","3,000","0","0","0","15,000","12,000","3,000",
" ","8442  ","威宏-KY         ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","9905  ","大華            ","39,000","36,000","3,000","0","0","0","39,000","36,000","3,000",
" ","6409  ","旭隼            ","18,618","16,000","2,618","0","0","0","18,618","16,000","2,618",
" ","1441  ","大東            ","12,070","10,000","2,070","0","0","0","12,070","10,000","2,070",
" ",="00717 ","富邦美國特別股  ","7,000","5,000","2,000","0","0","0","7,000","5,000","2,000",
" ",="030545","聯詠凱基12購01  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="030885","聯發科麥證0B購01","2,000","0","2,000","60,000","1,491,000","-1,431,000","62,000","1,491,000","-1,429,000",
" ",="031084","臺股指元大11購08","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="035093","長榮凱基11購05  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="037036","東森元大12購01  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="038115","台光電凱基11購01","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="089368","聯詠元大0C購05  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1530  ","亞崴            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1531  ","高林股          ","4,000","2,000","2,000","0","0","0","4,000","2,000","2,000",
" ","1817  ","凱撒衛          ","11,000","9,000","2,000","0","0","0","11,000","9,000","2,000",
" ","2414  ","精技            ","32,000","30,000","2,000","0","0","0","32,000","30,000","2,000",
" ","2540  ","愛山林          ","3,000","1,000","2,000","0","0","0","3,000","1,000","2,000",
" ","3593  ","力銘            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","5203  ","訊連            ","41,000","39,000","2,000","0","0","0","41,000","39,000","2,000",
" ","6108  ","競國            ","4,000","2,000","2,000","0","0","0","4,000","2,000","2,000",
" ","8478  ","東哥遊艇        ","81,000","79,000","2,000","0","0","0","81,000","79,000","2,000",
" ","8480  ","泰昇-KY         ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","9906  ","欣巴巴          ","12,000","10,000","2,000","0","0","0","12,000","10,000","2,000",
" ","9929  ","秋雨            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="01007T","兆豐國泰R2      ","1,662","0","1,662","0","0","0","1,662","0","1,662",
" ","1560  ","中砂            ","129,069","128,000","1,069","0","0","0","129,069","128,000","1,069",
" ",="020022","元大電動車N     ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="030301","明基材元富0A購01","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="032471","萬海中信0B購02  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="034279","台積電富邦13購02","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="034549","矽創統一0C購03  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="035213","萬海中信11購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="035814","聯陽凱基0B購02  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="036372","長榮航國票12購01","20,000","19,000","1,000","0","0","0","20,000","19,000","1,000",
" ",="036812","超豐元富0C購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="038524","文曄永豐11購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1233  ","天仁            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1235  ","興泰            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1443  ","立益            ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","1776  ","展宇            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","2397  ","友通            ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","2434  ","統懋            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","2514  ","龍邦            ","16,000","15,000","1,000","0","0","0","16,000","15,000","1,000",
" ","3528  ","安馳            ","6,000","5,000","1,000","0","0","0","6,000","5,000","1,000",
" ","4141  ","龍燈-KY         ","6,000","5,000","1,000","0","0","0","6,000","5,000","1,000",
" ","4581  ","光隆精密-KY     ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","4807  ","日成-KY         ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","5283  ","禾聯碩          ","18,000","17,000","1,000","0","0","0","18,000","17,000","1,000",
" ","6115  ","鎰勝            ","46,000","45,000","1,000","0","0","0","46,000","45,000","1,000",
" ","6464  ","台數科          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","6625  ","必應            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","8201  ","無敵            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","8466  ","美吉吉-KY       ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","9188  ","精熙-DR         ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","9918  ","欣天然          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","2883  ","開發金          ","9,586,999","34,342,685","-24,755,686","0","0","0","9,586,999","34,342,685","-24,755,686",
" ","3481  ","群創            ","19,321,354","42,399,725","-23,078,371","0","0","0","19,321,354","42,399,725","-23,078,371",
" ","2603  ","長榮            ","46,308,999","54,469,655","-8,160,656","0","0","0","46,308,999","54,469,655","-8,160,656",
" ","2328  ","廣宇            ","8,495,500","15,935,000","-7,439,500","0","0","0","8,495,500","15,935,000","-7,439,500",
" ","6116  ","彩晶            ","5,324,675","12,627,000","-7,302,325","0","0","0","5,324,675","12,627,000","-7,302,325",
" ","3037  ","欣興            ","6,878,213","14,007,128","-7,128,915","0","0","0","6,878,213","14,007,128","-7,128,915",
" ","2618  ","長榮航          ","11,291,547","18,369,000","-7,077,453","0","0","0","11,291,547","18,369,000","-7,077,453",
" ","2340  ","光磊            ","7,782,300","14,584,000","-6,801,700","0","0","0","7,782,300","14,584,000","-6,801,700",
" ","4919  ","新唐            ","8,690,050","14,658,000","-5,967,950","0","0","0","8,690,050","14,658,000","-5,967,950",
" ","6005  ","群益證          ","1,553,000","7,488,000","-5,935,000","0","0","0","1,553,000","7,488,000","-5,935,000",
" ",="0050  ","元大台灣50      ","797,314","6,676,000","-5,878,686","0","0","0","797,314","6,676,000","-5,878,686",
" ","2331  ","精英            ","725,000","5,865,000","-5,140,000","0","0","0","725,000","5,865,000","-5,140,000",
" ",="00882 ","中信中國高股息  ","642,100","5,493,000","-4,850,900","0","0","0","642,100","5,493,000","-4,850,900",
" ","2303  ","聯電            ","46,652,710","51,234,055","-4,581,345","0","0","0","46,652,710","51,234,055","-4,581,345",
" ","2353  ","宏碁            ","2,406,524","6,802,500","-4,395,976","0","0","0","2,406,524","6,802,500","-4,395,976",
" ","2382  ","廣達            ","4,284,492","8,573,044","-4,288,552","0","0","0","4,284,492","8,573,044","-4,288,552",
" ","2887  ","台新金          ","14,853,680","19,039,633","-4,185,953","0","0","0","14,853,680","19,039,633","-4,185,953",
" ","2363  ","矽統            ","1,368,558","5,543,147","-4,174,589","0","0","0","1,368,558","5,543,147","-4,174,589",
" ","1101  ","台泥            ","3,599,436","7,739,321","-4,139,885","0","0","0","3,599,436","7,739,321","-4,139,885",
" ","4960  ","誠美材          ","1,392,000","5,470,000","-4,078,000","0","0","0","1,392,000","5,470,000","-4,078,000",
" ","2368  ","金像電          ","1,369,000","5,094,000","-3,725,000","0","0","0","1,369,000","5,094,000","-3,725,000",
" ","2308  ","台達電          ","1,610,926","5,155,603","-3,544,677","0","0","0","1,610,926","5,155,603","-3,544,677",
" ","8110  ","華東            ","1,138,000","4,650,000","-3,512,000","0","0","0","1,138,000","4,650,000","-3,512,000",
" ","2426  ","鼎元            ","3,236,050","6,688,000","-3,451,950","0","0","0","3,236,050","6,688,000","-3,451,950",
" ","2337  ","旺宏            ","6,631,000","10,054,000","-3,423,000","0","0","0","6,631,000","10,054,000","-3,423,000",
" ","2409  ","友達            ","23,072,342","26,402,163","-3,329,821","0","0","0","23,072,342","26,402,163","-3,329,821",
" ","6257  ","矽格            ","982,750","4,177,000","-3,194,250","0","0","0","982,750","4,177,000","-3,194,250",
" ","2889  ","國票金          ","2,134,000","5,254,495","-3,120,495","0","0","0","2,134,000","5,254,495","-3,120,495",
" ","2481  ","強茂            ","4,322,000","7,423,000","-3,101,000","0","0","0","4,322,000","7,423,000","-3,101,000",
" ","6191  ","精成科          ","886,000","3,921,000","-3,035,000","0","0","0","886,000","3,921,000","-3,035,000",
" ","6168  ","宏齊            ","7,381,005","10,378,000","-2,996,995","0","0","0","7,381,005","10,378,000","-2,996,995",
" ","3231  ","緯創            ","1,964,812","4,805,000","-2,840,188","0","0","0","1,964,812","4,805,000","-2,840,188",
" ","3305  ","昇貿            ","646,000","3,341,000","-2,695,000","0","0","0","646,000","3,341,000","-2,695,000",
" ","2609  ","陽明            ","28,368,139","30,989,437","-2,621,298","0","0","0","28,368,139","30,989,437","-2,621,298",
" ","2356  ","英業達          ","1,962,588","4,560,000","-2,597,412","0","0","0","1,962,588","4,560,000","-2,597,412",
" ","2504  ","國產            ","305,000","2,868,000","-2,563,000","0","0","0","305,000","2,868,000","-2,563,000",
" ","3014  ","聯陽            ","1,903,400","4,347,100","-2,443,700","0","0","0","1,903,400","4,347,100","-2,443,700",
" ","6164  ","華興            ","2,220,000","4,517,000","-2,297,000","0","0","0","2,220,000","4,517,000","-2,297,000",
" ","2327  ","國巨            ","1,901,584","4,132,949","-2,231,365","0","0","0","1,901,584","4,132,949","-2,231,365",
" ","2393  ","億光            ","3,624,000","5,833,512","-2,209,512","0","0","0","3,624,000","5,833,512","-2,209,512",
" ","8070  ","長華*           ","825,000","3,008,000","-2,183,000","0","0","0","825,000","3,008,000","-2,183,000",
" ","1909  ","榮成            ","1,838,000","3,982,000","-2,144,000","0","0","0","1,838,000","3,982,000","-2,144,000",
" ","1711  ","永光            ","423,000","2,547,000","-2,124,000","0","0","0","423,000","2,547,000","-2,124,000",
" ","3033  ","威健            ","335,250","2,434,000","-2,098,750","0","0","0","335,250","2,434,000","-2,098,750",
"*","2049  ","上銀            ","908,880","2,914,045","-2,005,165","0","0","0","908,880","2,914,045","-2,005,165",
" ","8249  ","菱光            ","124,000","2,123,000","-1,999,000","0","0","0","124,000","2,123,000","-1,999,000",
" ","2376  ","技嘉            ","2,483,400","4,459,891","-1,976,491","0","0","0","2,483,400","4,459,891","-1,976,491",
" ","2476  ","鉅祥            ","1,997,000","3,960,000","-1,963,000","0","0","0","1,997,000","3,960,000","-1,963,000",
" ",="00893 ","國泰智能電動車  ","137,000","2,005,000","-1,868,000","0","0","0","137,000","2,005,000","-1,868,000",
" ","3019  ","亞光            ","630,000","2,481,023","-1,851,023","0","0","0","630,000","2,481,023","-1,851,023",
" ","4306  ","炎洲            ","436,000","2,207,000","-1,771,000","0","0","0","436,000","2,207,000","-1,771,000",
" ","1304  ","台聚            ","1,280,180","2,976,000","-1,695,820","0","0","0","1,280,180","2,976,000","-1,695,820",
" ","8215  ","明基材          ","8,658,000","10,352,000","-1,694,000","0","0","0","8,658,000","10,352,000","-1,694,000",
" ","2208  ","台船            ","639,000","2,233,000","-1,594,000","0","0","0","639,000","2,233,000","-1,594,000",
" ","6176  ","瑞儀            ","234,000","1,826,056","-1,592,056","0","0","0","234,000","1,826,056","-1,592,056",
" ","2458  ","義隆            ","685,660","2,253,438","-1,567,778","0","0","0","685,660","2,253,438","-1,567,778",
" ","2358  ","廷鑫            ","716,000","2,256,000","-1,540,000","0","0","0","716,000","2,256,000","-1,540,000",
" ","2885  ","元大金          ","6,968,404","8,482,149","-1,513,745","0","0","0","6,968,404","8,482,149","-1,513,745",
" ","3031  ","佰鴻            ","2,255,000","3,726,000","-1,471,000","0","0","0","2,255,000","3,726,000","-1,471,000",
" ","2457  ","飛宏            ","1,766,000","3,176,000","-1,410,000","0","0","0","1,766,000","3,176,000","-1,410,000",
" ","2017  ","官田鋼          ","1,302,000","2,689,000","-1,387,000","0","0","0","1,302,000","2,689,000","-1,387,000",
" ","3058  ","立德            ","1,751,000","3,132,000","-1,381,000","0","0","0","1,751,000","3,132,000","-1,381,000",
" ","8150  ","南茂            ","1,482,420","2,854,000","-1,371,580","0","0","0","1,482,420","2,854,000","-1,371,580",
" ","2453  ","凌群            ","1,240,000","2,564,000","-1,324,000","0","0","0","1,240,000","2,564,000","-1,324,000",
" ","1447  ","力鵬            ","862,000","2,171,000","-1,309,000","0","0","0","862,000","2,171,000","-1,309,000",
" ","2377  ","微星            ","2,686,040","3,977,000","-1,290,960","0","0","0","2,686,040","3,977,000","-1,290,960",
" ","2406  ","國碩            ","8,746,000","10,030,000","-1,284,000","0","0","0","8,746,000","10,030,000","-1,284,000",
" ","6672  ","騰輝電子-KY     ","320,050","1,596,000","-1,275,950","0","0","0","320,050","1,596,000","-1,275,950",
" ","2029  ","盛餘            ","1,134,000","2,372,000","-1,238,000","0","0","0","1,134,000","2,372,000","-1,238,000",
" ","1714  ","和桐            ","743,000","1,971,000","-1,228,000","0","0","0","743,000","1,971,000","-1,228,000",
" ","2007  ","燁興            ","3,410,000","4,624,000","-1,214,000","0","0","0","3,410,000","4,624,000","-1,214,000",
" ","1308  ","亞聚            ","1,247,000","2,434,000","-1,187,000","0","0","0","1,247,000","2,434,000","-1,187,000",
" ","3047  ","訊舟            ","131,000","1,308,000","-1,177,000","0","0","0","131,000","1,308,000","-1,177,000",
