"110年09月03日 外資及陸資買賣超彙總表"
,,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
" ","1783  ","和康生          ","307,000","173,000","134,000","0","0","0","307,000","173,000","134,000",
" ","3014  ","聯陽            ","636,000","502,000","134,000","0","0","0","636,000","502,000","134,000",
" ","9907  ","統一實          ","436,000","307,000","129,000","0","0","0","436,000","307,000","129,000",
" ","2428  ","興勤            ","196,000","69,000","127,000","0","0","0","196,000","69,000","127,000",
" ","8011  ","台通            ","135,000","8,000","127,000","0","0","0","135,000","8,000","127,000",
" ","1337  ","再生-KY         ","193,000","70,000","123,000","0","0","0","193,000","70,000","123,000",
" ","2464  ","盟立            ","140,000","19,000","121,000","0","0","0","140,000","19,000","121,000",
" ","8271  ","宇瞻            ","171,000","50,000","121,000","0","0","0","171,000","50,000","121,000",
" ","1301  ","台塑            ","3,716,000","3,596,000","120,000","0","0","0","3,716,000","3,596,000","120,000",
" ","1464  ","得力            ","156,000","37,000","119,000","0","0","0","156,000","37,000","119,000",
" ","4989  ","榮科            ","325,000","206,000","119,000","0","0","0","325,000","206,000","119,000",
" ","5388  ","中磊            ","196,000","78,000","118,000","0","0","0","196,000","78,000","118,000",
" ","2474  ","可成            ","1,137,000","1,019,765","117,235","0","0","0","1,137,000","1,019,765","117,235",
" ","1514  ","亞力            ","167,000","51,000","116,000","0","0","0","167,000","51,000","116,000",
" ","1532  ","勤美            ","852,000","736,000","116,000","0","0","0","852,000","736,000","116,000",
" ","2501  ","國建            ","175,000","59,000","116,000","0","0","0","175,000","59,000","116,000",
" ","6177  ","達麗            ","160,000","47,000","113,000","0","0","0","160,000","47,000","113,000",
" ","1219  ","福壽            ","128,000","16,000","112,000","0","0","0","128,000","16,000","112,000",
" ","6285  ","啟碁            ","191,000","79,000","112,000","0","0","0","191,000","79,000","112,000",
" ","9908  ","大台北          ","141,000","29,000","112,000","0","0","0","141,000","29,000","112,000",
" ","1604  ","聲寶            ","414,000","303,000","111,000","0","0","0","414,000","303,000","111,000",
" ","2545  ","皇翔            ","174,000","64,000","110,000","0","0","0","174,000","64,000","110,000",
" ","2478  ","大毅            ","139,000","30,000","109,000","0","0","0","139,000","30,000","109,000",
" ","3062  ","建漢            ","324,000","215,000","109,000","0","0","0","324,000","215,000","109,000",
" ","3686  ","達能            ","120,000","11,000","109,000","0","0","0","120,000","11,000","109,000",
" ","9940  ","信義            ","147,000","38,000","109,000","0","0","0","147,000","38,000","109,000",
" ","1110  ","東泥            ","117,000","9,000","108,000","0","0","0","117,000","9,000","108,000",
" ","3450  ","聯鈞            ","112,000","4,000","108,000","0","0","0","112,000","4,000","108,000",
" ","6672  ","騰輝電子-KY     ","477,000","369,000","108,000","0","0","0","477,000","369,000","108,000",
" ","3376  ","新日興          ","193,000","87,045","105,955","0","0","0","193,000","87,045","105,955",
" ","2392  ","正崴            ","209,000","105,000","104,000","0","0","0","209,000","105,000","104,000",
" ","1210  ","大成            ","570,350","467,060","103,290","0","0","0","570,350","467,060","103,290",
" ",="00733 ","富邦臺灣中小    ","136,000","33,000","103,000","0","0","0","136,000","33,000","103,000",
" ","1316  ","上曜            ","107,000","4,000","103,000","0","0","0","107,000","4,000","103,000",
" ","1709  ","和益            ","189,000","86,000","103,000","0","0","0","189,000","86,000","103,000",
" ","3712  ","永崴投控        ","149,000","46,000","103,000","0","0","0","149,000","46,000","103,000",
" ","2362  ","藍天            ","141,000","39,000","102,000","0","0","0","141,000","39,000","102,000",
" ","2239  ","英利-KY         ","135,000","34,000","101,000","0","0","0","135,000","34,000","101,000",
" ","6582  ","申豐            ","164,000","65,000","99,000","0","0","0","164,000","65,000","99,000",
" ","2520  ","冠德            ","833,000","737,000","96,000","0","0","0","833,000","737,000","96,000",
" ","1108  ","幸福            ","100,000","5,000","95,000","0","0","0","100,000","5,000","95,000",
" ","2539  ","櫻花建          ","119,000","26,000","93,000","0","0","0","119,000","26,000","93,000",
" ","2419  ","仲琦            ","107,000","16,000","91,000","0","0","0","107,000","16,000","91,000",
" ","2495  ","普安            ","184,000","93,000","91,000","0","0","0","184,000","93,000","91,000",
" ",="041611","亞德客元大13購04","90,000","0","90,000","0","0","0","90,000","0","90,000",
" ","3047  ","訊舟            ","156,000","67,000","89,000","0","0","0","156,000","67,000","89,000",
" ","1519  ","華城            ","142,000","55,000","87,000","0","0","0","142,000","55,000","87,000",
" ","2497  ","怡利電          ","107,000","21,000","86,000","0","0","0","107,000","21,000","86,000",
" ","2374  ","佳能            ","230,000","145,000","85,000","0","0","0","230,000","145,000","85,000",
" ","2421  ","建準            ","97,000","12,000","85,000","0","0","0","97,000","12,000","85,000",
" ","2906  ","高林            ","86,000","1,000","85,000","0","0","0","86,000","1,000","85,000",
" ","3607  ","谷崧            ","118,000","33,000","85,000","0","0","0","118,000","33,000","85,000",
" ","1737  ","臺鹽            ","99,000","15,000","84,000","0","0","0","99,000","15,000","84,000",
" ","4943  ","康控-KY         ","122,000","38,000","84,000","0","0","0","122,000","38,000","84,000",
" ","6189  ","豐藝            ","112,000","28,000","84,000","0","0","0","112,000","28,000","84,000",
" ","9945  ","潤泰新          ","1,130,000","1,047,280","82,720","0","0","0","1,130,000","1,047,280","82,720",
" ","3027  ","盛達            ","104,000","22,000","82,000","0","0","0","104,000","22,000","82,000",
" ","6214  ","精誠            ","125,000","45,000","80,000","0","0","0","125,000","45,000","80,000",
" ","1459  ","聯發            ","87,000","8,000","79,000","0","0","0","87,000","8,000","79,000",
" ","1762  ","中化生          ","773,000","695,000","78,000","0","0","0","773,000","695,000","78,000",
" ","6477  ","安集            ","208,000","131,000","77,000","0","0","0","208,000","131,000","77,000",
" ","2405  ","浩鑫            ","130,000","54,000","76,000","0","0","0","130,000","54,000","76,000",
" ","1417  ","嘉裕            ","82,000","7,000","75,000","0","0","0","82,000","7,000","75,000",
" ","5538  ","東明-KY         ","84,000","9,000","75,000","0","0","0","84,000","9,000","75,000",
" ","6605  ","帝寶            ","97,000","22,000","75,000","0","0","0","97,000","22,000","75,000",
" ","1515  ","力山            ","181,000","107,000","74,000","0","0","0","181,000","107,000","74,000",
" ","2477  ","美隆電          ","142,000","68,000","74,000","0","0","0","142,000","68,000","74,000",
" ","2348  ","海悅            ","102,800","31,300","71,500","0","0","0","102,800","31,300","71,500",
" ","1503  ","士電            ","72,000","1,000","71,000","0","0","0","72,000","1,000","71,000",
" ","1702  ","南僑            ","140,000","69,000","71,000","0","0","0","140,000","69,000","71,000",
" ","5258  ","虹堡            ","517,000","446,000","71,000","0","0","0","517,000","446,000","71,000",
" ","5269  ","祥碩            ","427,256","356,283","70,973","0","0","0","427,256","356,283","70,973",
" ","2204  ","中華            ","502,699","432,000","70,699","0","0","0","502,699","432,000","70,699",
" ","1773  ","勝一            ","111,000","41,000","70,000","0","0","0","111,000","41,000","70,000",
" ","2365  ","昆盈            ","79,000","10,000","69,000","0","0","0","79,000","10,000","69,000",
" ","1906  ","寶隆            ","99,000","32,000","67,000","0","0","0","99,000","32,000","67,000",
" ","9925  ","新保            ","80,000","13,000","67,000","0","0","0","80,000","13,000","67,000",
" ","4927  ","泰鼎-KY         ","2,759,400","2,693,000","66,400","0","0","0","2,759,400","2,693,000","66,400",
" ","1321  ","大洋            ","71,000","5,000","66,000","0","0","0","71,000","5,000","66,000",
" ","2423  ","固緯            ","101,000","35,000","66,000","0","0","0","101,000","35,000","66,000",
" ","2505  ","國揚            ","140,000","75,000","65,000","0","0","0","140,000","75,000","65,000",
" ","3036  ","文曄            ","619,000","554,000","65,000","0","0","0","619,000","554,000","65,000",
" ","4141  ","龍燈-KY         ","150,000","85,732","64,268","0","0","0","150,000","85,732","64,268",
" ","1451  ","年興            ","86,000","22,000","64,000","0","0","0","86,000","22,000","64,000",
" ","2851  ","中再保          ","132,000","68,000","64,000","0","0","0","132,000","68,000","64,000",
" ","2542  ","興富發          ","674,900","611,000","63,900","0","0","0","674,900","611,000","63,900",
" ","2524  ","京城            ","72,000","9,000","63,000","0","0","0","72,000","9,000","63,000",
" ","2534  ","宏盛            ","129,000","66,000","63,000","0","0","0","129,000","66,000","63,000",
" ","2467  ","志聖            ","95,000","34,000","61,000","0","0","0","95,000","34,000","61,000",
" ","2908  ","特力            ","90,000","29,000","61,000","0","0","0","90,000","29,000","61,000",
" ",="033131","矽統元大0B購02  ","60,000","0","60,000","0","0","0","60,000","0","60,000",
" ","3044  ","健鼎            ","216,000","156,000","60,000","0","0","0","216,000","156,000","60,000",
" ","2530  ","華建            ","76,000","17,000","59,000","0","0","0","76,000","17,000","59,000",
" ","1736  ","喬山            ","167,000","109,000","58,000","0","0","0","167,000","109,000","58,000",
" ","1614  ","三洋電          ","59,000","3,000","56,000","0","0","0","59,000","3,000","56,000",
" ","2701  ","萬企            ","56,000","0","56,000","0","0","0","56,000","0","56,000",
" ","6412  ","群電            ","105,000","49,000","56,000","0","0","0","105,000","49,000","56,000",
" ","3030  ","德律            ","79,000","24,000","55,000","0","0","0","79,000","24,000","55,000",
" ","5907  ","大洋-KY         ","88,000","33,000","55,000","0","0","0","88,000","33,000","55,000",
" ","1104  ","環泥            ","193,000","139,000","54,000","0","0","0","193,000","139,000","54,000",
" ","1528  ","恩德            ","98,000","44,000","54,000","0","0","0","98,000","44,000","54,000",
" ","2450  ","神腦            ","54,000","0","54,000","0","0","0","54,000","0","54,000",
" ","3257  ","虹冠電          ","203,000","149,000","54,000","0","0","0","203,000","149,000","54,000",
" ","6024  ","群益期          ","80,000","26,000","54,000","0","0","0","80,000","26,000","54,000",
" ","2904  ","匯僑            ","76,000","23,000","53,000","0","0","0","76,000","23,000","53,000",
" ","1721  ","三晃            ","54,000","2,000","52,000","0","0","0","54,000","2,000","52,000",
" ","6438  ","迅得            ","249,000","197,000","52,000","0","0","0","249,000","197,000","52,000",
" ","8016  ","矽創            ","2,114,120","2,062,294","51,826","0","0","0","2,114,120","2,062,294","51,826",
" ","1234  ","黑松            ","60,000","9,000","51,000","0","0","0","60,000","9,000","51,000",
" ","8210  ","勤誠            ","59,000","8,000","51,000","0","0","0","59,000","8,000","51,000",
" ",="032679","裕民中信0B購01  ","50,000","0","50,000","0","0","0","50,000","0","50,000",
" ",="042043","京元電凱基13購01","50,000","0","50,000","0","0","0","50,000","0","50,000",
" ","1413  ","宏洲            ","50,000","0","50,000","0","0","0","50,000","0","50,000",
" ","1527  ","鑽全            ","88,000","38,000","50,000","0","0","0","88,000","38,000","50,000",
" ","2739  ","寒舍            ","50,000","0","50,000","0","0","0","50,000","0","50,000",
" ","8996  ","高力            ","63,000","13,000","50,000","0","0","0","63,000","13,000","50,000",
" ","6669  ","緯穎            ","161,000","111,364","49,636","0","0","0","161,000","111,364","49,636",
" ","2466  ","冠西電          ","55,000","6,000","49,000","0","0","0","55,000","6,000","49,000",
" ","3008  ","大立光          ","162,609","113,888","48,721","0","0","0","162,609","113,888","48,721",
" ","6414  ","樺漢            ","51,000","3,000","48,000","0","0","0","51,000","3,000","48,000",
" ","8103  ","瀚荃            ","257,000","209,000","48,000","0","0","0","257,000","209,000","48,000",
" ","2206  ","三陽工業        ","209,000","162,000","47,000","0","0","0","209,000","162,000","47,000",
" ","2367  ","燿華            ","451,000","404,000","47,000","0","0","0","451,000","404,000","47,000",
" ","6541  ","泰福-KY         ","52,000","5,000","47,000","0","0","0","52,000","5,000","47,000",
" ","1531  ","高林股          ","53,000","7,000","46,000","0","0","0","53,000","7,000","46,000",
"*","2395  ","研華            ","781,500","737,855","43,645","0","0","0","781,500","737,855","43,645",
" ","3031  ","佰鴻            ","466,500","423,000","43,500","0","0","0","466,500","423,000","43,500",
" ","2548  ","華固            ","167,000","124,076","42,924","0","0","0","167,000","124,076","42,924",
" ","2373  ","震旦行          ","44,000","2,000","42,000","0","0","0","44,000","2,000","42,000",
" ","4119  ","旭富            ","53,000","11,000","42,000","0","0","0","53,000","11,000","42,000",
" ","8478  ","東哥遊艇        ","66,000","24,000","42,000","0","0","0","66,000","24,000","42,000",
" ","2929  ","淘帝-KY         ","55,000","14,000","41,000","0","0","0","55,000","14,000","41,000",
" ","8404  ","百和興業-KY     ","216,000","175,000","41,000","0","0","0","216,000","175,000","41,000",
" ",="08025P","強茂元大13售08  ","40,000","0","40,000","0","0","0","40,000","0","40,000",
" ","1325  ","恆大            ","66,000","27,000","39,000","0","0","0","66,000","27,000","39,000",
" ","9911  ","櫻花            ","74,000","35,000","39,000","0","0","0","74,000","35,000","39,000",
" ","9943  ","好樂迪          ","46,000","7,000","39,000","0","0","0","46,000","7,000","39,000",
" ","1725  ","元禎            ","54,000","16,000","38,000","0","0","0","54,000","16,000","38,000",
" ","2227  ","裕日車          ","48,000","10,271","37,729","0","0","0","48,000","10,271","37,729",
" ","6670  ","復盛應用        ","104,000","66,957","37,043","0","0","0","104,000","66,957","37,043",
" ","1507  ","永大            ","55,000","18,000","37,000","0","0","0","55,000","18,000","37,000",
" ","2514  ","龍邦            ","54,000","17,000","37,000","0","0","0","54,000","17,000","37,000",
" ","5007  ","三星            ","42,000","5,000","37,000","0","0","0","42,000","5,000","37,000",
" ","9937  ","全國            ","38,000","1,000","37,000","0","0","0","38,000","1,000","37,000",
" ","6205  ","詮欣            ","36,000","0","36,000","0","0","0","36,000","0","36,000",
" ","1220  ","台榮            ","72,000","37,000","35,000","0","0","0","72,000","37,000","35,000",
" ","2032  ","新鋼            ","599,000","564,000","35,000","0","0","0","599,000","564,000","35,000",
"*","2360  ","致茂            ","1,125,000","1,090,000","35,000","0","0","0","1,125,000","1,090,000","35,000",
" ","3055  ","蔚華科          ","37,000","2,000","35,000","0","0","0","37,000","2,000","35,000",
" ","6206  ","飛捷            ","44,000","9,000","35,000","0","0","0","44,000","9,000","35,000",
" ",="033492","友達統一15購02  ","34,000","0","34,000","0","0","0","34,000","0","34,000",
" ","4536  ","拓凱            ","44,000","10,000","34,000","0","0","0","44,000","10,000","34,000",
" ","4935  ","茂林-KY         ","64,000","30,000","34,000","0","0","0","64,000","30,000","34,000",
" ","1340  ","勝悅-KY         ","38,048","5,000","33,048","0","0","0","38,048","5,000","33,048",
" ","2506  ","太設            ","46,000","13,000","33,000","0","0","0","46,000","13,000","33,000",
" ","6581  ","鋼聯            ","33,000","0","33,000","0","0","0","33,000","0","33,000",
" ","9930  ","中聯資源        ","35,000","2,000","33,000","0","0","0","35,000","2,000","33,000",
" ","3312  ","弘憶股          ","206,000","174,000","32,000","0","0","0","206,000","174,000","32,000",
" ","3694  ","海華            ","42,000","10,000","32,000","0","0","0","42,000","10,000","32,000",
" ","4532  ","瑞智            ","148,000","116,000","32,000","0","0","0","148,000","116,000","32,000",
" ","1582  ","信錦            ","59,000","28,000","31,000","0","0","0","59,000","28,000","31,000",
" ","2427  ","三商電          ","32,000","1,000","31,000","0","0","0","32,000","1,000","31,000",
" ","3013  ","晟銘電          ","32,000","1,000","31,000","0","0","0","32,000","1,000","31,000",
" ","3704  ","合勤控          ","162,000","131,000","31,000","0","0","0","162,000","131,000","31,000",
" ","6166  ","凌華            ","50,000","19,000","31,000","0","0","0","50,000","19,000","31,000",
" ","6288  ","聯嘉            ","59,000","28,000","31,000","0","0","0","59,000","28,000","31,000",
" ","3138  ","耀登            ","77,000","46,048","30,952","0","0","0","77,000","46,048","30,952",
" ",="033391","玉晶光元大12購02","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ",="06805P","聯電元大0A售06  ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ","1506  ","正道            ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ","2426  ","鼎元            ","450,000","420,000","30,000","0","0","0","450,000","420,000","30,000",
" ","3266  ","昇陽            ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ","9917  ","中保科          ","98,000","68,000","30,000","0","0","0","98,000","68,000","30,000",
" ","1701  ","中化            ","70,000","41,000","29,000","0","0","0","70,000","41,000","29,000",
" ","2484  ","希華            ","314,000","285,000","29,000","0","0","0","314,000","285,000","29,000",
" ","2543  ","皇昌            ","33,000","4,000","29,000","0","0","0","33,000","4,000","29,000",
" ","3019  ","亞光            ","361,000","332,000","29,000","0","0","0","361,000","332,000","29,000",
" ","3321  ","同泰            ","43,000","14,000","29,000","0","0","0","43,000","14,000","29,000",
" ","4763  ","材料-KY         ","44,000","15,000","29,000","0","0","0","44,000","15,000","29,000",
" ","4916  ","事欣科          ","51,000","22,000","29,000","0","0","0","51,000","22,000","29,000",
" ","9935  ","慶豐富          ","62,000","33,000","29,000","0","0","0","62,000","33,000","29,000",
" ","1723  ","中碳            ","61,000","33,000","28,000","0","0","0","61,000","33,000","28,000",
" ","3437  ","榮創            ","145,000","117,000","28,000","0","0","0","145,000","117,000","28,000",
" ","4426  ","利勤            ","32,000","4,000","28,000","0","0","0","32,000","4,000","28,000",
" ","5533  ","皇鼎            ","28,000","0","28,000","0","0","0","28,000","0","28,000",
" ",="00646 ","元大S&P500      ","31,500","4,000","27,500","0","0","0","31,500","4,000","27,500",
" ",="00713 ","元大台灣高息低波","31,000","4,000","27,000","0","0","0","31,000","4,000","27,000",
" ","1307  ","三芳            ","54,000","27,000","27,000","0","0","0","54,000","27,000","27,000",
" ","1416  ","廣豐            ","33,000","6,000","27,000","0","0","0","33,000","6,000","27,000",
" ","1419  ","新紡            ","27,000","0","27,000","0","0","0","27,000","0","27,000",
" ","3032  ","偉訓            ","42,000","15,000","27,000","0","0","0","42,000","15,000","27,000",
" ","6768  ","志強-KY         ","31,000","4,000","27,000","0","0","0","31,000","4,000","27,000",
" ","1225  ","福懋油          ","27,000","1,000","26,000","0","0","0","27,000","1,000","26,000",
" ","2241  ","艾姆勒          ","46,000","20,000","26,000","0","0","0","46,000","20,000","26,000",
" ","2536  ","宏普            ","36,000","10,000","26,000","0","0","0","36,000","10,000","26,000",
" ","4912  ","聯德控股-KY     ","59,000","33,000","26,000","0","0","0","59,000","33,000","26,000",
" ","6235  ","華孚            ","63,000","37,000","26,000","0","0","0","63,000","37,000","26,000",
" ","8033  ","雷虎            ","48,000","22,000","26,000","0","0","0","48,000","22,000","26,000",
" ","9905  ","大華            ","43,000","17,000","26,000","0","0","0","43,000","17,000","26,000",
" ","8464  ","億豐            ","144,000","118,063","25,937","0","0","0","144,000","118,063","25,937",
" ",="00717 ","富邦美國特別股  ","27,000","2,000","25,000","0","0","0","27,000","2,000","25,000",
" ",="00730 ","富邦臺灣優質高息","25,000","0","25,000","0","0","0","25,000","0","25,000",
" ",="00783 ","富邦中証500     ","25,000","0","25,000","0","0","0","25,000","0","25,000",
" ","2359  ","所羅門          ","34,000","9,000","25,000","0","0","0","34,000","9,000","25,000",
" ","2459  ","敦吉            ","28,000","3,000","25,000","0","0","0","28,000","3,000","25,000",
" ","2528  ","皇普            ","25,000","0","25,000","0","0","0","25,000","0","25,000",
" ","4104  ","佳醫            ","25,000","0","25,000","0","0","0","25,000","0","25,000",
" ","4108  ","懷特            ","42,000","17,000","25,000","0","0","0","42,000","17,000","25,000",
" ","5203  ","訊連            ","30,000","5,000","25,000","0","0","0","30,000","5,000","25,000",
" ",="006207","FH滬深          ","27,000","3,000","24,000","0","0","0","27,000","3,000","24,000",
" ","1231  ","聯華食          ","65,000","41,000","24,000","0","0","0","65,000","41,000","24,000",
" ","1603  ","華電            ","46,000","22,000","24,000","0","0","0","46,000","22,000","24,000",
" ","2509  ","全坤建          ","35,000","11,000","24,000","0","0","0","35,000","11,000","24,000",
" ","2850  ","新產            ","48,000","24,000","24,000","0","0","0","48,000","24,000","24,000",
" ","5515  ","建國            ","46,000","22,000","24,000","0","0","0","46,000","22,000","24,000",
" ","9924  ","福興            ","54,000","30,000","24,000","0","0","0","54,000","30,000","24,000",
" ","2704  ","國賓            ","37,000","14,000","23,000","0","0","0","37,000","14,000","23,000",
" ","2911  ","麗嬰房          ","41,000","18,000","23,000","0","0","0","41,000","18,000","23,000",
" ","2939  ","凱羿-KY         ","26,000","3,000","23,000","0","0","0","26,000","3,000","23,000",
" ","1473  ","台南            ","22,000","0","22,000","0","0","0","22,000","0","22,000",
" ","1524  ","耿鼎            ","51,000","29,000","22,000","0","0","0","51,000","29,000","22,000",
" ","2233  ","宇隆            ","65,000","43,000","22,000","0","0","0","65,000","43,000","22,000",
" ","5243  ","乙盛-KY         ","181,000","159,000","22,000","0","0","0","181,000","159,000","22,000",
" ","5525  ","順天            ","41,000","19,000","22,000","0","0","0","41,000","19,000","22,000",
" ","6141  ","柏承            ","31,000","9,000","22,000","0","0","0","31,000","9,000","22,000",
" ","9927  ","泰銘            ","113,000","91,000","22,000","0","0","0","113,000","91,000","22,000",
" ","2707  ","晶華            ","35,000","14,000","21,000","0","0","0","35,000","14,000","21,000",
" ","4164  ","承業醫          ","23,000","2,000","21,000","0","0","0","23,000","2,000","21,000",
" ","4576  ","大銀微系統      ","36,000","15,000","21,000","0","0","0","36,000","15,000","21,000",
" ","9926  ","新海            ","22,000","1,000","21,000","0","0","0","22,000","1,000","21,000",
" ",="00711B","FH彭博新興債    ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="031256","群創群益11購01  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="031632","長榮航統一0C購03","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="033567","台航永豐0B購02  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="036604","惠特永豐0C購01  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="043147","日月光群益12購03","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ","1232  ","大統益          ","23,000","3,000","20,000","0","0","0","23,000","3,000","20,000",
" ","1454  ","台富            ","23,000","3,000","20,000","0","0","0","23,000","3,000","20,000",
" ","3022  ","威強電          ","54,000","34,000","20,000","0","0","0","54,000","34,000","20,000",
" ","4133  ","亞諾法          ","52,000","32,000","20,000","0","0","0","52,000","32,000","20,000",
" ","6128  ","上福            ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ","6209  ","今國光          ","108,000","88,000","20,000","0","0","0","108,000","88,000","20,000",
" ","910861","神州-DR         ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ","2453  ","凌群            ","38,000","19,000","19,000","0","0","0","38,000","19,000","19,000",
" ","2832  ","台產            ","36,000","17,000","19,000","0","0","0","36,000","17,000","19,000",
" ","3040  ","遠見            ","24,000","5,000","19,000","0","0","0","24,000","5,000","19,000",
" ","4977  ","眾達-KY         ","25,000","6,000","19,000","0","0","0","25,000","6,000","19,000",
" ","6781  ","AES-KY          ","58,000","39,000","19,000","0","0","0","58,000","39,000","19,000",
" ","8213  ","志超            ","149,000","130,000","19,000","0","0","0","149,000","130,000","19,000",
" ","8411  ","福貞-KY         ","22,000","3,000","19,000","0","0","0","22,000","3,000","19,000",
" ","8473  ","山林水          ","20,000","1,000","19,000","0","0","0","20,000","1,000","19,000",
" ","1203  ","味王            ","18,000","0","18,000","0","0","0","18,000","0","18,000",
" ","1436  ","華友聯          ","19,000","1,000","18,000","0","0","0","19,000","1,000","18,000",
" ","1522  ","堤維西          ","63,000","45,000","18,000","0","0","0","63,000","45,000","18,000",
" ","1535  ","中宇            ","18,000","0","18,000","0","0","0","18,000","0","18,000",
" ","2316  ","楠梓電          ","30,000","12,000","18,000","0","0","0","30,000","12,000","18,000",
" ","3015  ","全漢            ","54,000","36,000","18,000","0","0","0","54,000","36,000","18,000",
" ","1616  ","億泰            ","91,000","74,000","17,000","0","0","0","91,000","74,000","17,000",
" ","2433  ","互盛電          ","23,000","6,000","17,000","0","0","0","23,000","6,000","17,000",
" ","1707  ","葡萄王          ","21,000","4,473","16,527","0","0","0","21,000","4,473","16,527",
" ","1727  ","中華化          ","2,980,177","2,964,072","16,105","0","0","0","2,980,177","2,964,072","16,105",
" ","2444  ","兆勁            ","16,000","0","16,000","0","0","0","16,000","0","16,000",
" ","2516  ","新建            ","20,000","4,000","16,000","0","0","0","20,000","4,000","16,000",
" ","2546  ","根基            ","26,000","10,000","16,000","0","0","0","26,000","10,000","16,000",
" ","3419  ","譁裕            ","66,000","50,000","16,000","0","0","0","66,000","50,000","16,000",
" ","3454  ","晶睿            ","16,000","0","16,000","0","0","0","16,000","0","16,000",
" ","4540  ","全球傳動        ","35,000","19,000","16,000","0","0","0","35,000","19,000","16,000",
" ","8104  ","錸寶            ","23,000","7,000","16,000","0","0","0","23,000","7,000","16,000",
" ","1437  ","勤益控          ","17,000","2,000","15,000","0","0","0","17,000","2,000","15,000",
" ","1449  ","佳和            ","16,000","1,000","15,000","0","0","0","16,000","1,000","15,000",
" ","1530  ","亞崴            ","31,000","16,000","15,000","0","0","0","31,000","16,000","15,000",
" ","2417  ","圓剛            ","131,000","116,000","15,000","0","0","0","131,000","116,000","15,000",
" ","2540  ","愛山林          ","16,000","1,000","15,000","0","0","0","16,000","1,000","15,000",
" ","2910  ","統領            ","16,000","1,000","15,000","0","0","0","16,000","1,000","15,000",
" ","3002  ","歐格            ","38,000","23,000","15,000","0","0","0","38,000","23,000","15,000",
" ","3645  ","達邁            ","84,000","69,000","15,000","0","0","0","84,000","69,000","15,000",
" ","4438  ","廣越            ","21,000","6,000","15,000","0","0","0","21,000","6,000","15,000",
" ","5225  ","東科-KY         ","15,000","0","15,000","0","0","0","15,000","0","15,000",
" ","6184  ","大豐電          ","18,000","3,000","15,000","0","0","0","18,000","3,000","15,000",
" ","6598  ","ABC-KY          ","21,000","6,000","15,000","0","0","0","21,000","6,000","15,000",
" ","1315  ","達新            ","29,000","15,000","14,000","0","0","0","29,000","15,000","14,000",
" ","1587  ","吉茂            ","35,000","21,000","14,000","0","0","0","35,000","21,000","14,000",
" ","4155  ","訊映            ","14,000","0","14,000","0","0","0","14,000","0","14,000",
" ","4755  ","三福化          ","14,000","0","14,000","0","0","0","14,000","0","14,000",
" ","6183  ","關貿            ","14,000","0","14,000","0","0","0","14,000","0","14,000",
" ","6197  ","佳必琪          ","44,000","30,000","14,000","0","0","0","44,000","30,000","14,000",
" ","6668  ","中揚光          ","63,000","49,000","14,000","0","0","0","63,000","49,000","14,000",
" ",="089147","崇越元大09購01  ","13,000","0","13,000","0","0","0","13,000","0","13,000",
" ","1235  ","興泰            ","13,000","0","13,000","0","0","0","13,000","0","13,000",
" ","1468  ","昶和            ","13,000","0","13,000","0","0","0","13,000","0","13,000",
" ","2387  ","精元            ","93,000","80,000","13,000","0","0","0","93,000","80,000","13,000",
" ","2702  ","華園            ","15,000","2,000","13,000","0","0","0","15,000","2,000","13,000",
" ","2705  ","六福            ","33,000","20,000","13,000","0","0","0","33,000","20,000","13,000",
" ","2816  ","旺旺保          ","14,000","1,000","13,000","0","0","0","14,000","1,000","13,000",
" ","4566  ","時碩工業        ","14,000","1,000","13,000","0","0","0","14,000","1,000","13,000",
" ","6281  ","全國電          ","14,000","1,000","13,000","0","0","0","14,000","1,000","13,000",
" ","8463  ","潤泰材          ","14,000","1,000","13,000","0","0","0","14,000","1,000","13,000",
" ",="084149","聯電日盛09購01  ","12,000","0","12,000","0","0","0","12,000","0","12,000",
" ","2228  ","劍麟            ","22,000","10,000","12,000","0","0","0","22,000","10,000","12,000",
" ","2397  ","友通            ","12,000","0","12,000","0","0","0","12,000","0","12,000",
" ","2431  ","聯昌            ","37,000","25,000","12,000","0","0","0","37,000","25,000","12,000",
" ","3308  ","聯德            ","12,000","0","12,000","0","0","0","12,000","0","12,000",
" ","4148  ","全宇生技-KY     ","12,000","0","12,000","0","0","0","12,000","0","12,000",
" ","6136  ","富爾特          ","34,000","22,000","12,000","0","0","0","34,000","22,000","12,000",
" ","6464  ","台數科          ","12,000","0","12,000","0","0","0","12,000","0","12,000",
" ","6579  ","研揚            ","12,000","0","12,000","0","0","0","12,000","0","12,000",
