"110年09月03日 外資及陸資買賣超彙總表"
,,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
" ","1305  ","華夏            ","3,029,000","1,595,000","1,434,000","0","0","0","3,029,000","1,595,000","1,434,000",
" ",="00861 ","元大全球未來通訊","1,438,000","19,000","1,419,000","0","0","0","1,438,000","19,000","1,419,000",
" ","2382  ","廣達            ","2,393,000","993,955","1,399,045","0","0","0","2,393,000","993,955","1,399,045",
" ","3545  ","敦泰            ","3,400,100","2,033,100","1,367,000","0","0","0","3,400,100","2,033,100","1,367,000",
" ","2010  ","春源            ","2,252,000","900,000","1,352,000","0","0","0","2,252,000","900,000","1,352,000",
" ","1802  ","台玻            ","4,795,000","3,448,000","1,347,000","0","0","0","4,795,000","3,448,000","1,347,000",
" ","4919  ","新唐            ","8,081,414","6,740,150","1,341,264","0","0","0","8,081,414","6,740,150","1,341,264",
" ","6202  ","盛群            ","1,888,000","568,000","1,320,000","0","0","0","1,888,000","568,000","1,320,000",
" ","4934  ","太極            ","1,784,200","531,000","1,253,200","0","0","0","1,784,200","531,000","1,253,200",
" ","1447  ","力鵬            ","1,591,000","371,000","1,220,000","0","0","0","1,591,000","371,000","1,220,000",
" ","2633  ","台灣高鐵        ","1,646,000","449,000","1,197,000","0","0","0","1,646,000","449,000","1,197,000",
" ","3049  ","和鑫            ","1,735,000","568,000","1,167,000","0","0","0","1,735,000","568,000","1,167,000",
" ","1477  ","聚陽            ","2,323,386","1,192,000","1,131,386","0","0","0","2,323,386","1,192,000","1,131,386",
" ","2406  ","國碩            ","2,317,000","1,186,000","1,131,000","0","0","0","2,317,000","1,186,000","1,131,000",
" ","3045  ","台灣大          ","1,487,000","395,279","1,091,721","0","0","0","1,487,000","395,279","1,091,721",
" ","1717  ","長興            ","1,164,000","119,000","1,045,000","0","0","0","1,164,000","119,000","1,045,000",
" ","6531  ","愛普            ","1,423,000","400,076","1,022,924","0","0","0","1,423,000","400,076","1,022,924",
" ",="00633L","富邦上証正2     ","1,531,000","509,000","1,022,000","0","0","0","1,531,000","509,000","1,022,000",
" ","2913  ","農林            ","1,168,000","146,000","1,022,000","0","0","0","1,168,000","146,000","1,022,000",
" ","2457  ","飛宏            ","1,664,000","658,000","1,006,000","0","0","0","1,664,000","658,000","1,006,000",
" ","1444  ","力麗            ","1,036,000","57,000","979,000","0","0","0","1,036,000","57,000","979,000",
" ","3041  ","揚智            ","1,370,000","402,000","968,000","0","0","0","1,370,000","402,000","968,000",
" ","3060  ","銘異            ","1,049,000","83,000","966,000","0","0","0","1,049,000","83,000","966,000",
" ","1434  ","福懋            ","1,254,000","297,000","957,000","0","0","0","1,254,000","297,000","957,000",
" ","3703  ","欣陸            ","1,453,000","526,000","927,000","0","0","0","1,453,000","526,000","927,000",
" ","2498  ","宏達電          ","1,158,000","234,000","924,000","0","0","0","1,158,000","234,000","924,000",
"*","2317  ","鴻海            ","9,962,882","9,043,021","919,861","0","0","0","9,962,882","9,043,021","919,861",
" ","3714  ","富采            ","1,499,000","595,000","904,000","0","0","0","1,499,000","595,000","904,000",
"*","9921  ","巨大            ","2,279,095","1,387,203","891,892","0","0","0","2,279,095","1,387,203","891,892",
" ","1513  ","中興電          ","1,034,000","146,000","888,000","0","0","0","1,034,000","146,000","888,000",
" ","4142  ","國光生          ","1,600,000","713,000","887,000","0","0","0","1,600,000","713,000","887,000",
" ","3443  ","創意            ","1,416,005","534,200","881,805","0","0","0","1,416,005","534,200","881,805",
" ","1102  ","亞泥            ","2,519,000","1,662,214","856,786","0","0","0","2,519,000","1,662,214","856,786",
" ","2838  ","聯邦銀          ","882,000","32,252","849,748","0","0","0","882,000","32,252","849,748",
" ","6005  ","群益證          ","1,017,000","190,000","827,000","0","0","0","1,017,000","190,000","827,000",
" ","2355  ","敬鵬            ","959,000","137,000","822,000","0","0","0","959,000","137,000","822,000",
" ","2515  ","中工            ","1,945,000","1,130,000","815,000","0","0","0","1,945,000","1,130,000","815,000",
" ","2383  ","台光電          ","1,510,000","695,636","814,364","0","0","0","1,510,000","695,636","814,364",
" ","6505  ","台塑化          ","2,589,011","1,780,000","809,011","0","0","0","2,589,011","1,780,000","809,011",
" ","4306  ","炎洲            ","995,000","193,000","802,000","0","0","0","995,000","193,000","802,000",
" ","1710  ","東聯            ","917,000","118,000","799,000","0","0","0","917,000","118,000","799,000",
" ","2201  ","裕隆            ","1,055,299","282,000","773,299","0","0","0","1,055,299","282,000","773,299",
" ","2504  ","國產            ","1,088,000","330,000","758,000","0","0","0","1,088,000","330,000","758,000",
" ","2342  ","茂矽            ","2,245,000","1,493,050","751,950","0","0","0","2,245,000","1,493,050","751,950",
" ","1795  ","美時            ","1,119,000","377,000","742,000","0","0","0","1,119,000","377,000","742,000",
" ","2332  ","友訊            ","821,000","84,000","737,000","0","0","0","821,000","84,000","737,000",
" ","2809  ","京城銀          ","853,000","118,000","735,000","0","0","0","853,000","118,000","735,000",
" ","1711  ","永光            ","793,000","84,000","709,000","0","0","0","793,000","84,000","709,000",
" ","5285  ","界霖            ","1,870,000","1,167,000","703,000","0","0","0","1,870,000","1,167,000","703,000",
" ","1308  ","亞聚            ","1,564,960","885,852","679,108","0","0","0","1,564,960","885,852","679,108",
" ","2915  ","潤泰全          ","1,230,010","560,000","670,010","0","0","0","1,230,010","560,000","670,010",
" ","2331  ","精英            ","1,486,000","820,000","666,000","0","0","0","1,486,000","820,000","666,000",
" ","2007  ","燁興            ","5,342,000","4,697,000","645,000","0","0","0","5,342,000","4,697,000","645,000",
"*","2308  ","台達電          ","3,555,000","2,910,820","644,180","0","0","0","3,555,000","2,910,820","644,180",
" ","6226  ","光鼎            ","1,048,000","409,000","639,000","0","0","0","1,048,000","409,000","639,000",
" ","2538  ","基泰            ","959,000","321,000","638,000","0","0","0","959,000","321,000","638,000",
" ","3682  ","亞太電          ","632,000","0","632,000","0","0","0","632,000","0","632,000",
" ",="006208","富邦台50        ","663,100","45,821","617,279","0","0","0","663,100","45,821","617,279",
" ","2855  ","統一證          ","940,100","325,000","615,100","0","0","0","940,100","325,000","615,100",
" ","2105  ","正新            ","2,467,000","1,858,000","609,000","0","0","0","2,467,000","1,858,000","609,000",
" ","4958  ","臻鼎-KY         ","1,056,000","457,050","598,950","0","0","0","1,056,000","457,050","598,950",
" ","6191  ","精成科          ","799,000","212,000","587,000","0","0","0","799,000","212,000","587,000",
" ","1217  ","愛之味          ","680,000","96,000","584,000","0","0","0","680,000","96,000","584,000",
" ",="00878 ","國泰永續高股息  ","636,000","55,000","581,000","0","0","0","636,000","55,000","581,000",
" ","2442  ","新美齊          ","680,000","102,000","578,000","0","0","0","680,000","102,000","578,000",
" ","8046  ","南電            ","2,139,000","1,602,000","537,000","0","0","0","2,139,000","1,602,000","537,000",
" ","8163  ","達方            ","579,000","49,000","530,000","0","0","0","579,000","49,000","530,000",
" ","1474  ","弘裕            ","552,000","23,000","529,000","0","0","0","552,000","23,000","529,000",
" ","1903  ","士紙            ","653,000","133,000","520,000","0","0","0","653,000","133,000","520,000",
" ","4952  ","凌通            ","879,000","364,000","515,000","0","0","0","879,000","364,000","515,000",
" ","3006  ","晶豪科          ","2,621,000","2,117,547","503,453","0","0","0","2,621,000","2,117,547","503,453",
" ","4906  ","正文            ","729,000","226,000","503,000","0","0","0","729,000","226,000","503,000",
" ","2013  ","中鋼構          ","672,000","182,000","490,000","0","0","0","672,000","182,000","490,000",
" ","1402  ","遠東新          ","2,269,000","1,780,000","489,000","0","0","0","2,269,000","1,780,000","489,000",
" ","2441  ","超豐            ","1,163,000","680,000","483,000","0","0","0","1,163,000","680,000","483,000",
" ","4960  ","誠美材          ","900,000","435,000","465,000","0","0","0","900,000","435,000","465,000",
" ","6196  ","帆宣            ","531,000","72,000","459,000","0","0","0","531,000","72,000","459,000",
" ","1442  ","名軒            ","486,000","34,000","452,000","0","0","0","486,000","34,000","452,000",
" ","1467  ","南緯            ","502,000","52,000","450,000","0","0","0","502,000","52,000","450,000",
" ","2357  ","華碩            ","1,196,700","748,914","447,786","0","0","0","1,196,700","748,914","447,786",
" ","6239  ","力成            ","1,545,000","1,100,000","445,000","0","0","0","1,545,000","1,100,000","445,000",
" ","8105  ","凌巨            ","519,000","77,000","442,000","0","0","0","519,000","77,000","442,000",
" ",="00875 ","國泰網路資安    ","440,000","4,000","436,000","0","0","0","440,000","4,000","436,000",
" ","2106  ","建大            ","649,000","213,000","436,000","0","0","0","649,000","213,000","436,000",
" ","1722  ","台肥            ","529,000","95,000","434,000","0","0","0","529,000","95,000","434,000",
" ","8429  ","金麗-KY         ","469,000","36,000","433,000","0","0","0","469,000","36,000","433,000",
" ","2104  ","國際中橡        ","739,000","316,000","423,000","0","0","0","739,000","316,000","423,000",
" ","4938  ","和碩            ","2,137,000","1,716,103","420,897","0","0","0","2,137,000","1,716,103","420,897",
" ",="00692 ","富邦公司治理    ","449,000","33,000","416,000","0","0","0","449,000","33,000","416,000",
" ","2030  ","彰源            ","3,051,000","2,638,000","413,000","0","0","0","3,051,000","2,638,000","413,000",
" ","1452  ","宏益            ","508,000","98,000","410,000","0","0","0","508,000","98,000","410,000",
" ","3702  ","大聯大          ","1,296,000","892,000","404,000","0","0","0","1,296,000","892,000","404,000",
" ","2483  ","百容            ","425,000","22,000","403,000","0","0","0","425,000","22,000","403,000",
" ","2328  ","廣宇            ","1,221,000","825,000","396,000","0","0","0","1,221,000","825,000","396,000",
" ","2489  ","瑞軒            ","795,000","402,000","393,000","0","0","0","795,000","402,000","393,000",
" ","3673  ","TPK-KY          ","553,000","161,000","392,000","0","0","0","553,000","161,000","392,000",
" ","1218  ","泰山            ","402,000","13,000","389,000","0","0","0","402,000","13,000","389,000",
" ","2108  ","南帝            ","642,000","255,250","386,750","0","0","0","642,000","255,250","386,750",
" ","5522  ","遠雄            ","425,000","50,000","375,000","0","0","0","425,000","50,000","375,000",
" ","2414  ","精技            ","399,000","26,000","373,000","0","0","0","399,000","26,000","373,000",
" ","2905  ","三商            ","413,000","58,000","355,000","0","0","0","413,000","58,000","355,000",
" ","2481  ","強茂            ","6,171,000","5,816,200","354,800","0","0","0","6,171,000","5,816,200","354,800",
" ","9946  ","三發地產        ","358,000","4,000","354,000","0","0","0","358,000","4,000","354,000",
" ","8112  ","至上            ","600,000","249,000","351,000","0","0","0","600,000","249,000","351,000",
" ","1907  ","永豐餘          ","919,000","571,000","348,000","0","0","0","919,000","571,000","348,000",
" ","2102  ","泰豐            ","470,005","127,000","343,005","0","0","0","470,005","127,000","343,005",
" ","5521  ","工信            ","1,137,000","794,000","343,000","0","0","0","1,137,000","794,000","343,000",
" ","1504  ","東元            ","972,000","637,000","335,000","0","0","0","972,000","637,000","335,000",
" ","2849  ","安泰銀          ","347,000","23,000","324,000","0","0","0","347,000","23,000","324,000",
" ","1536  ","和大            ","497,000","176,000","321,000","0","0","0","497,000","176,000","321,000",
" ","6120  ","達運            ","383,000","62,000","321,000","0","0","0","383,000","62,000","321,000",
" ","1229  ","聯華            ","438,000","118,000","320,000","0","0","0","438,000","118,000","320,000",
" ",="00701 ","國泰股利精選30  ","346,000","28,000","318,000","0","0","0","346,000","28,000","318,000",
" ","3010  ","華立            ","446,000","130,000","316,000","0","0","0","446,000","130,000","316,000",
" ","2903  ","遠百            ","452,000","138,000","314,000","0","0","0","452,000","138,000","314,000",
" ","8367  ","建新國際        ","1,101,000","797,000","304,000","0","0","0","1,101,000","797,000","304,000",
" ",="00640L","富邦日本正2     ","294,000","0","294,000","0","0","0","294,000","0","294,000",
" ","2527  ","宏璟            ","403,000","110,000","293,000","0","0","0","403,000","110,000","293,000",
" ","2836  ","高雄銀          ","317,000","24,000","293,000","0","0","0","317,000","24,000","293,000",
" ",="0052  ","富邦科技        ","298,000","12,360","285,640","0","0","0","298,000","12,360","285,640",
" ",="00894 ","中信小資高價30  ","286,000","1,000","285,000","0","0","0","286,000","1,000","285,000",
" ","3016  ","嘉晶            ","1,282,200","1,001,000","281,200","0","0","0","1,282,200","1,001,000","281,200",
" ","2430  ","燦坤            ","622,000","342,000","280,000","0","0","0","622,000","342,000","280,000",
" ","2485  ","兆赫            ","347,000","68,000","279,000","0","0","0","347,000","68,000","279,000",
" ","8926  ","台汽電          ","335,000","56,000","279,000","0","0","0","335,000","56,000","279,000",
" ",="00850 ","元大臺灣ESG永續 ","306,210","31,000","275,210","0","0","0","306,210","31,000","275,210",
" ","1319  ","東陽            ","331,000","60,000","271,000","0","0","0","331,000","60,000","271,000",
" ","1789  ","神隆            ","290,000","22,000","268,000","0","0","0","290,000","22,000","268,000",
" ","3356  ","奇偶            ","299,000","34,000","265,000","0","0","0","299,000","34,000","265,000",
" ","4968  ","立積            ","491,000","234,041","256,959","0","0","0","491,000","234,041","256,959",
" ","1612  ","宏泰            ","731,000","475,000","256,000","0","0","0","731,000","475,000","256,000",
" ","5434  ","崇越            ","689,700","436,000","253,700","0","0","0","689,700","436,000","253,700",
" ",="00638R","元大滬深300反1  ","300,000","47,000","253,000","0","0","0","300,000","47,000","253,000",
" ","1414  ","東和            ","670,000","421,000","249,000","0","0","0","670,000","421,000","249,000",
" ","6108  ","競國            ","823,000","578,000","245,000","0","0","0","823,000","578,000","245,000",
" ","1457  ","宜進            ","310,000","70,000","240,000","0","0","0","310,000","70,000","240,000",
" ",="00631L","元大台灣50正2   ","382,000","145,000","237,000","0","0","0","382,000","145,000","237,000",
" ","4915  ","致伸            ","611,000","376,000","235,000","0","0","0","611,000","376,000","235,000",
" ","6243  ","迅杰            ","247,000","16,168","230,832","0","0","0","247,000","16,168","230,832",
" ","1460  ","宏遠            ","233,000","3,000","230,000","0","0","0","233,000","3,000","230,000",
" ","2305  ","全友            ","471,000","241,000","230,000","0","0","0","471,000","241,000","230,000",
" ","2492  ","華新科          ","433,000","205,054","227,946","0","0","0","433,000","205,054","227,946",
" ",="00737 ","國泰AI+Robo     ","227,000","0","227,000","0","0","0","227,000","0","227,000",
" ","1103  ","嘉泥            ","671,000","444,000","227,000","0","0","0","671,000","444,000","227,000",
" ","3094  ","聯傑            ","1,871,000","1,645,000","226,000","0","0","0","1,871,000","1,645,000","226,000",
" ","1476  ","儒鴻            ","649,742","426,393","223,349","0","0","0","649,742","426,393","223,349",
" ","3024  ","憶聲            ","239,000","21,000","218,000","0","0","0","239,000","21,000","218,000",
" ","6213  ","聯茂            ","493,000","280,000","213,000","0","0","0","493,000","280,000","213,000",
" ",="031637","聯電日盛0A購02  ","211,000","0","211,000","0","0","0","211,000","0","211,000",
" ","2451  ","創見            ","281,000","75,000","206,000","0","0","0","281,000","75,000","206,000",
" ","4956  ","光鋐            ","453,000","248,000","205,000","0","0","0","453,000","248,000","205,000",
" ","2101  ","南港            ","287,000","83,000","204,000","0","0","0","287,000","83,000","204,000",
" ","1809  ","中釉            ","285,000","82,000","203,000","0","0","0","285,000","82,000","203,000",
" ","5469  ","瀚宇博          ","438,000","236,000","202,000","0","0","0","438,000","236,000","202,000",
" ",="00678 ","群益NBI生技     ","201,000","0","201,000","0","0","0","201,000","0","201,000",
" ","8131  ","福懋科          ","256,200","56,000","200,200","0","0","0","256,200","56,000","200,200",
" ","2493  ","揚博            ","297,000","97,000","200,000","0","0","0","297,000","97,000","200,000",
" ","3596  ","智易            ","559,000","360,635","198,365","0","0","0","559,000","360,635","198,365",
" ","2376  ","技嘉            ","3,809,000","3,613,000","196,000","0","0","0","3,809,000","3,613,000","196,000",
" ","1466  ","聚隆            ","196,000","6,000","190,000","0","0","0","196,000","6,000","190,000",
" ","2465  ","麗臺            ","376,000","187,000","189,000","0","0","0","376,000","187,000","189,000",
" ","3701  ","大眾控          ","295,200","108,000","187,200","0","0","0","295,200","108,000","187,200",
" ","2537  ","聯上發          ","305,000","119,000","186,000","0","0","0","305,000","119,000","186,000",
" ","1608  ","華榮            ","969,000","785,000","184,000","0","0","0","969,000","785,000","184,000",
" ","2402  ","毅嘉            ","234,000","50,000","184,000","0","0","0","234,000","50,000","184,000",
" ","3305  ","昇貿            ","253,000","69,000","184,000","0","0","0","253,000","69,000","184,000",
" ",="0056  ","元大高股息      ","216,747","33,500","183,247","0","0","0","216,747","33,500","183,247",
" ","9910  ","豐泰            ","865,000","683,020","181,980","0","0","0","865,000","683,020","181,980",
" ","2034  ","允強            ","1,913,000","1,733,000","180,000","0","0","0","1,913,000","1,733,000","180,000",
" ","2207  ","和泰車          ","264,000","85,000","179,000","0","0","0","264,000","85,000","179,000",
" ","2535  ","達欣工          ","216,000","38,000","178,000","0","0","0","216,000","38,000","178,000",
" ","1810  ","和成            ","179,000","2,000","177,000","0","0","0","179,000","2,000","177,000",
" ","8070  ","長華*           ","441,000","274,000","167,000","0","0","0","441,000","274,000","167,000",
" ","4722  ","國精化          ","191,000","25,000","166,000","0","0","0","191,000","25,000","166,000",
" ","2456  ","奇力新          ","291,000","126,000","165,000","0","0","0","291,000","126,000","165,000",
" ","6592  ","和潤企業        ","247,000","84,000","163,000","0","0","0","247,000","84,000","163,000",
" ","2923  ","鼎固-KY         ","166,000","8,000","158,000","0","0","0","166,000","8,000","158,000",
" ","2547  ","日勝生          ","213,000","57,000","156,000","0","0","0","213,000","57,000","156,000",
" ","5531  ","鄉林            ","317,000","161,000","156,000","0","0","0","317,000","161,000","156,000",
" ","8021  ","尖點            ","434,000","279,000","155,000","0","0","0","434,000","279,000","155,000",
" ","1618  ","合機            ","166,000","18,000","148,000","0","0","0","166,000","18,000","148,000",
" ","2349  ","錸德            ","303,000","155,000","148,000","0","0","0","303,000","155,000","148,000",
" ","1409  ","新纖            ","848,000","701,000","147,000","0","0","0","848,000","701,000","147,000",
" ","3090  ","日電貿          ","181,000","34,000","147,000","0","0","0","181,000","34,000","147,000",
" ","3059  ","華晶科          ","767,000","622,000","145,000","0","0","0","767,000","622,000","145,000",
" ","2706  ","第一店          ","154,000","10,000","144,000","0","0","0","154,000","10,000","144,000",
" ","3092  ","鴻碩            ","283,000","139,000","144,000","0","0","0","283,000","139,000","144,000",
" ","2211  ","長榮鋼          ","151,000","8,000","143,000","0","0","0","151,000","8,000","143,000",
" ","6533  ","晶心科          ","595,000","452,694","142,306","0","0","0","595,000","452,694","142,306",
" ","3380  ","明泰            ","211,000","69,000","142,000","0","0","0","211,000","69,000","142,000",
" ","912000","晨訊科-DR       ","149,000","8,000","141,000","0","0","0","149,000","8,000","141,000",
" ","4526  ","東台            ","150,029","10,000","140,029","0","0","0","150,029","10,000","140,029",
" ","2727  ","王品            ","192,000","52,050","139,950","0","0","0","192,000","52,050","139,950",
" ","3515  ","華擎            ","195,060","56,000","139,060","0","0","0","195,060","56,000","139,060",
" ","2022  ","聚亨            ","1,173,000","1,034,000","139,000","0","0","0","1,173,000","1,034,000","139,000",
" ","1776  ","展宇            ","195,000","57,000","138,000","0","0","0","195,000","57,000","138,000",
" ","1227  ","佳格            ","230,000","94,000","136,000","0","0","0","230,000","94,000","136,000",
" ","3591  ","艾笛森          ","344,000","208,000","136,000","0","0","0","344,000","208,000","136,000",
" ","2049  ","上銀            ","573,475","439,400","134,075","0","0","0","573,475","439,400","134,075",
