"110年09月02日 外資及陸資買賣超彙總表"
,,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ","1203  ","味王            ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","1506  ","正道            ","5,000","2,000","3,000","0","0","0","5,000","2,000","3,000",
" ","1614  ","三洋電          ","4,000","1,000","3,000","0","0","0","4,000","1,000","3,000",
" ","2701  ","萬企            ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","2910  ","統領            ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","2923  ","鼎固-KY         ","6,000","3,000","3,000","0","0","0","6,000","3,000","3,000",
" ","3528  ","安馳            ","5,000","2,000","3,000","0","0","0","5,000","2,000","3,000",
" ","6206  ","飛捷            ","11,000","8,000","3,000","0","0","0","11,000","8,000","3,000",
" ","6431  ","光麗-KY         ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","6598  ","ABC-KY          ","22,000","19,000","3,000","0","0","0","22,000","19,000","3,000",
" ","8011  ","台通            ","79,000","76,000","3,000","0","0","0","79,000","76,000","3,000",
" ",="01003T","兆豐新光R1      ","2,974","0","2,974","0","0","0","2,974","0","2,974",
"*","6415  ","矽力-KY         ","371,607","368,980","2,627","0","0","0","371,607","368,980","2,627",
" ",="00762 ","元大全球AI      ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="00865B","國泰US短期公債  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="041254","中鋼國泰15購01  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1323  ","永裕            ","3,000","1,000","2,000","0","0","0","3,000","1,000","2,000",
" ","1436  ","華友聯          ","5,000","3,000","2,000","0","0","0","5,000","3,000","2,000",
" ","1438  ","三地開發        ","10,000","8,000","2,000","0","0","0","10,000","8,000","2,000",
" ","1535  ","中宇            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","2231  ","為升            ","66,000","64,000","2,000","0","0","0","66,000","64,000","2,000",
" ","2397  ","友通            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","2748  ","雲品            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","4720  ","德淵            ","6,000","4,000","2,000","0","0","0","6,000","4,000","2,000",
" ","4763  ","材料-KY         ","21,000","19,000","2,000","0","0","0","21,000","19,000","2,000",
" ","5533  ","皇鼎            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","6117  ","迎廣            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","6230  ","尼得科超眾      ","5,000","3,000","2,000","0","0","0","5,000","3,000","2,000",
" ","8131  ","福懋科          ","68,000","66,000","2,000","0","0","0","68,000","66,000","2,000",
" ","9930  ","中聯資源        ","3,000","1,000","2,000","0","0","0","3,000","1,000","2,000",
" ",="01007T","兆豐國泰R2      ","1,602","0","1,602","0","0","0","1,602","0","1,602",
" ",="0051  ","元大中型100     ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ",="00647L","元大S&P500正2   ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="00670L","富邦NASDAQ正2   ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="00713 ","元大台灣高息低波","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ",="034279","台積電富邦13購02","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="037804","超豐元大0C購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="038280","強茂中信11購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="039639","景碩永豐11購03  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="040456","新唐兆豐13購03  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="041062","鉅祥國票13購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="041362","聯電元大16購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="06332P","創意元富0B售02  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="06740P","臺股指凱基0C售19","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1233  ","天仁            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1470  ","大統新創        ","42,000","41,000","1,000","0","0","0","42,000","41,000","1,000",
" ","1583  ","程泰            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","2539  ","櫻花建          ","11,000","10,000","1,000","0","0","0","11,000","10,000","1,000",
" ","2722  ","夏都            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","2906  ","高林            ","18,000","17,000","1,000","0","0","0","18,000","17,000","1,000",
" ","3130  ","一零四          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","3543  ","州巧            ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","3593  ","力銘            ","3,000","2,000","1,000","0","0","0","3,000","2,000","1,000",
" ","4148  ","全宇生技-KY     ","6,000","5,000","1,000","0","0","0","6,000","5,000","1,000",
" ","4994  ","傳奇            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","5225  ","東科-KY         ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","6442  ","光聖            ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","6515  ","穎崴            ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","6641  ","基士德-KY       ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","8101  ","華冠            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","8467  ","波力-KY         ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","9906  ","欣巴巴          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","9918  ","欣天然          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","2227  ","裕日車          ","3,000","2,336","664","0","0","0","3,000","2,336","664",
" ","3308  ","聯德            ","1,132","1,000","132","0","0","0","1,132","1,000","132",
" ","1453  ","大將            ","59","0","59","0","0","0","59","0","59",
"*","3481  ","群創            ","74,144,097","90,269,000","-16,124,903","0","0","0","74,144,097","90,269,000","-16,124,903",
" ","2344  ","華邦電          ","5,579,700","20,793,998","-15,214,298","0","0","0","5,579,700","20,793,998","-15,214,298",
" ","2887  ","台新金          ","19,555,997","33,250,490","-13,694,493","0","0","0","19,555,997","33,250,490","-13,694,493",
" ","2401  ","凌陽            ","8,891,000","19,667,000","-10,776,000","0","0","0","8,891,000","19,667,000","-10,776,000",
" ","2883  ","開發金          ","7,612,585","18,212,000","-10,599,415","0","0","0","7,612,585","18,212,000","-10,599,415",
" ","2834  ","臺企銀          ","11,205,811","21,422,782","-10,216,971","0","0","0","11,205,811","21,422,782","-10,216,971",
" ","6116  ","彩晶            ","1,971,285","10,006,571","-8,035,286","0","0","0","1,971,285","10,006,571","-8,035,286",
" ","2353  ","宏碁            ","1,614,307","9,115,000","-7,500,693","0","0","0","1,614,307","9,115,000","-7,500,693",
" ","2329  ","華泰            ","3,507,050","10,803,000","-7,295,950","0","0","0","3,507,050","10,803,000","-7,295,950",
" ","1314  ","中石化          ","2,231,050","8,712,000","-6,480,950","0","0","0","2,231,050","8,712,000","-6,480,950",
" ","2006  ","東和鋼鐵        ","3,331,200","9,439,000","-6,107,800","0","0","0","3,331,200","9,439,000","-6,107,800",
" ","3006  ","晶豪科          ","2,543,200","8,173,000","-5,629,800","0","0","0","2,543,200","8,173,000","-5,629,800",
" ","3035  ","智原            ","8,064,000","13,504,300","-5,440,300","0","0","0","8,064,000","13,504,300","-5,440,300",
" ","2371  ","大同            ","12,830,000","18,062,000","-5,232,000","0","0","0","12,830,000","18,062,000","-5,232,000",
" ","2376  ","技嘉            ","3,009,270","8,174,000","-5,164,730","0","0","0","3,009,270","8,174,000","-5,164,730",
" ","1102  ","亞泥            ","1,936,798","7,076,007","-5,139,209","0","0","0","1,936,798","7,076,007","-5,139,209",
" ",="00637L","元大滬深300正2  ","2,002,000","6,500,000","-4,498,000","0","0","0","2,002,000","6,500,000","-4,498,000",
" ","2885  ","元大金          ","4,806,567","8,834,000","-4,027,433","0","0","0","4,806,567","8,834,000","-4,027,433",
" ","2888  ","新光金          ","8,100,572","11,961,000","-3,860,428","0","0","0","8,100,572","11,961,000","-3,860,428",
" ","2610  ","華航            ","6,339,455","10,178,000","-3,838,545","0","0","0","6,339,455","10,178,000","-3,838,545",
" ","2618  ","長榮航          ","4,342,892","8,093,000","-3,750,108","0","0","0","4,342,892","8,093,000","-3,750,108",
" ","2409  ","友達            ","43,530,704","47,222,995","-3,692,291","0","0","0","43,530,704","47,222,995","-3,692,291",
" ","6251  ","定穎            ","2,940,000","6,304,000","-3,364,000","0","0","0","2,940,000","6,304,000","-3,364,000",
" ","2408  ","南亞科          ","2,692,620","5,742,955","-3,050,335","0","0","0","2,692,620","5,742,955","-3,050,335",
" ","1455  ","集盛            ","1,163,000","4,187,000","-3,024,000","0","0","0","1,163,000","4,187,000","-3,024,000",
" ","2891  ","中信金          ","9,310,579","12,135,550","-2,824,971","0","0","0","9,310,579","12,135,550","-2,824,971",
" ","3545  ","敦泰            ","1,505,400","4,319,204","-2,813,804","0","0","0","1,505,400","4,319,204","-2,813,804",
" ","8110  ","華東            ","1,428,000","4,176,000","-2,748,000","0","0","0","1,428,000","4,176,000","-2,748,000",
" ","1301  ","台塑            ","2,420,850","4,948,000","-2,527,150","0","0","0","2,420,850","4,948,000","-2,527,150",
" ","2881  ","富邦金          ","8,019,120","10,505,527","-2,486,407","0","0","0","8,019,120","10,505,527","-2,486,407",
" ","8215  ","明基材          ","1,261,000","3,745,056","-2,484,056","0","0","0","1,261,000","3,745,056","-2,484,056",
"*","2345  ","智邦            ","4,206,100","6,626,901","-2,420,801","0","0","0","4,206,100","6,626,901","-2,420,801",
" ","2436  ","偉詮電          ","3,725,000","6,095,000","-2,370,000","0","0","0","3,725,000","6,095,000","-2,370,000",
" ","9945  ","潤泰新          ","1,173,768","3,483,000","-2,309,232","0","0","0","1,173,768","3,483,000","-2,309,232",
" ","2369  ","菱生            ","5,112,000","7,264,000","-2,152,000","0","0","0","5,112,000","7,264,000","-2,152,000",
" ","3711  ","日月光投控      ","4,101,299","6,214,014","-2,112,715","0","0","0","4,101,299","6,214,014","-2,112,715",
" ","3189  ","景碩            ","2,900,765","4,977,161","-2,076,396","0","0","0","2,900,765","4,977,161","-2,076,396",
" ","2455  ","全新            ","807,020","2,809,000","-2,001,980","0","0","0","807,020","2,809,000","-2,001,980",
" ","9904  ","寶成            ","1,938,414","3,915,306","-1,976,892","0","0","0","1,938,414","3,915,306","-1,976,892",
"*","1305  ","華夏            ","3,962,021","5,916,900","-1,954,879","0","0","0","3,962,021","5,916,900","-1,954,879",
" ","4960  ","誠美材          ","195,000","2,066,000","-1,871,000","0","0","0","195,000","2,066,000","-1,871,000",
" ","2889  ","國票金          ","92,000","1,885,000","-1,793,000","0","0","0","92,000","1,885,000","-1,793,000",
" ","1312  ","國喬            ","757,000","2,488,000","-1,731,000","0","0","0","757,000","2,488,000","-1,731,000",
" ","6202  ","盛群            ","844,000","2,555,000","-1,711,000","0","0","0","844,000","2,555,000","-1,711,000",
" ","3034  ","聯詠            ","1,380,704","3,086,999","-1,706,295","0","0","0","1,380,704","3,086,999","-1,706,295",
" ","2363  ","矽統            ","4,193,075","5,887,000","-1,693,925","0","0","0","4,193,075","5,887,000","-1,693,925",
" ","1714  ","和桐            ","113,000","1,783,000","-1,670,000","0","0","0","113,000","1,783,000","-1,670,000",
" ","2014  ","中鴻            ","3,437,000","5,092,843","-1,655,843","0","0","0","3,437,000","5,092,843","-1,655,843",
" ","8016  ","矽創            ","997,450","2,534,372","-1,536,922","0","0","0","997,450","2,534,372","-1,536,922",
" ","6278  ","台表科          ","396,000","1,875,000","-1,479,000","0","0","0","396,000","1,875,000","-1,479,000",
" ","2393  ","億光            ","632,000","2,064,000","-1,432,000","0","0","0","632,000","2,064,000","-1,432,000",
" ","8046  ","南電            ","1,436,000","2,835,027","-1,399,027","0","0","0","1,436,000","2,835,027","-1,399,027",
" ","2476  ","鉅祥            ","3,919,000","5,282,000","-1,363,000","0","0","0","3,919,000","5,282,000","-1,363,000",
" ",="00632R","元大台灣50反1   ","76,000","1,427,000","-1,351,000","0","0","0","76,000","1,427,000","-1,351,000",
" ","6168  ","宏齊            ","1,083,000","2,425,000","-1,342,000","0","0","0","1,083,000","2,425,000","-1,342,000",
" ","3702  ","大聯大          ","559,300","1,872,000","-1,312,700","0","0","0","559,300","1,872,000","-1,312,700",
" ","5880  ","合庫金          ","2,669,122","3,969,999","-1,300,877","0","0","0","2,669,122","3,969,999","-1,300,877",
" ","1440  ","南紡            ","445,000","1,694,000","-1,249,000","0","0","0","445,000","1,694,000","-1,249,000",
" ","2324  ","仁寶            ","1,928,310","3,130,000","-1,201,690","0","0","0","1,928,310","3,130,000","-1,201,690",
" ","1309  ","台達化          ","764,000","1,957,000","-1,193,000","0","0","0","764,000","1,957,000","-1,193,000",
" ","2426  ","鼎元            ","351,000","1,543,000","-1,192,000","0","0","0","351,000","1,543,000","-1,192,000",
"*","2481  ","強茂            ","5,972,000","7,145,439","-1,173,439","0","0","0","5,972,000","7,145,439","-1,173,439",
" ","1447  ","力鵬            ","442,000","1,603,000","-1,161,000","0","0","0","442,000","1,603,000","-1,161,000",
" ","3059  ","華晶科          ","1,016,000","2,170,000","-1,154,000","0","0","0","1,016,000","2,170,000","-1,154,000",
" ","8028  ","昇陽半導體      ","267,000","1,376,060","-1,109,060","0","0","0","267,000","1,376,060","-1,109,060",
" ","4414  ","如興            ","462,000","1,563,000","-1,101,000","0","0","0","462,000","1,563,000","-1,101,000",
" ","2441  ","超豐            ","1,506,000","2,593,800","-1,087,800","0","0","0","1,506,000","2,593,800","-1,087,800",
" ","3530  ","晶相光          ","402,000","1,463,000","-1,061,000","0","0","0","402,000","1,463,000","-1,061,000",
" ","3016  ","嘉晶            ","1,852,000","2,909,000","-1,057,000","0","0","0","1,852,000","2,909,000","-1,057,000",
" ","2486  ","一詮            ","4,200,015","5,244,741","-1,044,726","0","0","0","4,200,015","5,244,741","-1,044,726",
" ","2105  ","正新            ","1,446,778","2,420,000","-973,222","0","0","0","1,446,778","2,420,000","-973,222",
" ","1909  ","榮成            ","1,886,000","2,854,350","-968,350","0","0","0","1,886,000","2,854,350","-968,350",
" ","6443  ","元晶            ","1,390,000","2,337,000","-947,000","0","0","0","1,390,000","2,337,000","-947,000",
" ","2062  ","橋椿            ","57,000","985,000","-928,000","0","0","0","57,000","985,000","-928,000",
" ","6191  ","精成科          ","583,000","1,502,000","-919,000","0","0","0","583,000","1,502,000","-919,000",
" ","2388  ","威盛            ","246,000","1,150,000","-904,000","0","0","0","246,000","1,150,000","-904,000",
" ","4938  ","和碩            ","952,897","1,850,804","-897,907","0","0","0","952,897","1,850,804","-897,907",
" ","5521  ","工信            ","316,000","1,209,000","-893,000","0","0","0","316,000","1,209,000","-893,000",
" ","3591  ","艾笛森          ","132,000","1,017,000","-885,000","0","0","0","132,000","1,017,000","-885,000",
" ","2108  ","南帝            ","108,000","988,523","-880,523","0","0","0","108,000","988,523","-880,523",
" ","3706  ","神達            ","682,000","1,545,000","-863,000","0","0","0","682,000","1,545,000","-863,000",
" ","3094  ","聯傑            ","371,000","1,162,000","-791,000","0","0","0","371,000","1,162,000","-791,000",
"*","2801  ","彰銀            ","3,252,673","4,034,000","-781,327","0","0","0","3,252,673","4,034,000","-781,327",
" ","4967  ","十銓            ","416,020","1,187,000","-770,980","0","0","0","416,020","1,187,000","-770,980",
" ","2489  ","瑞軒            ","367,000","1,129,000","-762,000","0","0","0","367,000","1,129,000","-762,000",
" ","6282  ","康舒            ","100,000","860,000","-760,000","0","0","0","100,000","860,000","-760,000",
" ","2382  ","廣達            ","743,383","1,495,599","-752,216","0","0","0","743,383","1,495,599","-752,216",
" ","3231  ","緯創            ","1,371,166","2,090,000","-718,834","0","0","0","1,371,166","2,090,000","-718,834",
" ","3704  ","合勤控          ","93,000","794,000","-701,000","0","0","0","93,000","794,000","-701,000",
" ","6552  ","易華電          ","272,000","967,000","-695,000","0","0","0","272,000","967,000","-695,000",
" ","2328  ","廣宇            ","592,000","1,270,000","-678,000","0","0","0","592,000","1,270,000","-678,000",
" ","3014  ","聯陽            ","214,000","888,000","-674,000","0","0","0","214,000","888,000","-674,000",
" ","2104  ","國際中橡        ","79,000","748,000","-669,000","0","0","0","79,000","748,000","-669,000",
" ","1467  ","南緯            ","73,000","736,000","-663,000","0","0","0","73,000","736,000","-663,000",
" ","8261  ","富鼎            ","855,000","1,517,000","-662,000","0","0","0","855,000","1,517,000","-662,000",
" ","2442  ","新美齊          ","398,000","1,046,000","-648,000","0","0","0","398,000","1,046,000","-648,000",
" ","3031  ","佰鴻            ","411,100","1,058,710","-647,610","0","0","0","411,100","1,058,710","-647,610",
" ","2327  ","國巨            ","928,322","1,572,250","-643,928","0","0","0","928,322","1,572,250","-643,928",
" ","6164  ","華興            ","289,000","927,000","-638,000","0","0","0","289,000","927,000","-638,000",
" ","8021  ","尖點            ","645,000","1,280,000","-635,000","0","0","0","645,000","1,280,000","-635,000",
" ","1217  ","愛之味          ","215,100","847,000","-631,900","0","0","0","215,100","847,000","-631,900",
" ","3714  ","富采            ","888,000","1,516,000","-628,000","0","0","0","888,000","1,516,000","-628,000",
" ","1101  ","台泥            ","3,390,450","4,010,000","-619,550","0","0","0","3,390,450","4,010,000","-619,550",
" ","4956  ","光鋐            ","271,000","876,000","-605,000","0","0","0","271,000","876,000","-605,000",
" ","1604  ","聲寶            ","149,000","751,000","-602,000","0","0","0","149,000","751,000","-602,000",
" ","3406  ","玉晶光          ","803,000","1,402,100","-599,100","0","0","0","803,000","1,402,100","-599,100",
" ","5519  ","隆大            ","73,000","672,000","-599,000","0","0","0","73,000","672,000","-599,000",
" ","2492  ","華新科          ","433,152","1,027,087","-593,935","0","0","0","433,152","1,027,087","-593,935",
" ","2317  ","鴻海            ","9,692,338","10,281,274","-588,936","0","0","0","9,692,338","10,281,274","-588,936",
" ","8112  ","至上            ","172,000","758,000","-586,000","0","0","0","172,000","758,000","-586,000",
" ",="00892 ","富邦台灣半導體  ","229,000","810,000","-581,000","0","0","0","229,000","810,000","-581,000",
" ","1326  ","台化            ","964,600","1,544,000","-579,400","0","0","0","964,600","1,544,000","-579,400",
" ","2352  ","佳世達          ","1,420,000","1,992,000","-572,000","0","0","0","1,420,000","1,992,000","-572,000",
" ","2457  ","飛宏            ","1,119,000","1,678,000","-559,000","0","0","0","1,119,000","1,678,000","-559,000",
" ","3605  ","宏致            ","128,000","686,000","-558,000","0","0","0","128,000","686,000","-558,000",
" ","1709  ","和益            ","64,000","619,000","-555,000","0","0","0","64,000","619,000","-555,000",
" ","2915  ","潤泰全          ","718,113","1,271,000","-552,887","0","0","0","718,113","1,271,000","-552,887",
" ","4961  ","天鈺            ","1,179,100","1,729,702","-550,602","0","0","0","1,179,100","1,729,702","-550,602",
" ","3049  ","和鑫            ","430,000","966,000","-536,000","0","0","0","430,000","966,000","-536,000",
" ","2103  ","台橡            ","290,000","818,000","-528,000","0","0","0","290,000","818,000","-528,000",
" ","4976  ","佳凌            ","1,432,000","1,956,000","-524,000","0","0","0","1,432,000","1,956,000","-524,000",
" ","4968  ","立積            ","79,000","594,000","-515,000","0","0","0","79,000","594,000","-515,000",
" ","1806  ","冠軍            ","43,000","557,000","-514,000","0","0","0","43,000","557,000","-514,000",
" ","1444  ","力麗            ","330,000","841,000","-511,000","0","0","0","330,000","841,000","-511,000",
" ","6283  ","淳安            ","642,000","1,147,160","-505,160","0","0","0","642,000","1,147,160","-505,160",
" ","3673  ","TPK-KY          ","119,000","624,000","-505,000","0","0","0","119,000","624,000","-505,000",
" ","2017  ","官田鋼          ","400,000","901,000","-501,000","0","0","0","400,000","901,000","-501,000",
" ","3042  ","晶技            ","463,000","963,000","-500,000","0","0","0","463,000","963,000","-500,000",
" ","3149  ","正達            ","18,000","513,000","-495,000","0","0","0","18,000","513,000","-495,000",
" ","2308  ","台達電          ","3,263,065","3,747,138","-484,073","0","0","0","3,263,065","3,747,138","-484,073",
" ","2347  ","聯強            ","434,300","908,000","-473,700","0","0","0","434,300","908,000","-473,700",
"*","2379  ","瑞昱            ","630,100","1,094,488","-464,388","0","0","0","630,100","1,094,488","-464,388",
" ","2106  ","建大            ","132,000","592,000","-460,000","0","0","0","132,000","592,000","-460,000",
" ","6165  ","浪凡            ","28,000","484,000","-456,000","0","0","0","28,000","484,000","-456,000",
" ","6672  ","騰輝電子-KY     ","228,060","676,000","-447,940","0","0","0","228,060","676,000","-447,940",
" ","2349  ","錸德            ","380,000","824,000","-444,000","0","0","0","380,000","824,000","-444,000",
" ","3050  ","鈺德            ","85,000","527,000","-442,000","0","0","0","85,000","527,000","-442,000",
" ","6257  ","矽格            ","1,295,000","1,731,000","-436,000","0","0","0","1,295,000","1,731,000","-436,000",
" ","3596  ","智易            ","163,055","596,000","-432,945","0","0","0","163,055","596,000","-432,945",
" ","1718  ","中纖            ","1,309,000","1,740,000","-431,000","0","0","0","1,309,000","1,740,000","-431,000",
" ","3056  ","總太            ","77,000","504,000","-427,000","0","0","0","77,000","504,000","-427,000",
" ","6456  ","GIS-KY          ","248,000","673,000","-425,000","0","0","0","248,000","673,000","-425,000",
" ","5531  ","鄉林            ","27,000","445,000","-418,000","0","0","0","27,000","445,000","-418,000",
" ","3532  ","台勝科          ","191,000","601,000","-410,000","0","0","0","191,000","601,000","-410,000",
" ","6243  ","迅杰            ","67,000","470,000","-403,000","0","0","0","67,000","470,000","-403,000",
" ","2597  ","潤弘            ","259,000","660,760","-401,760","0","0","0","259,000","660,760","-401,760",
" ","2634  ","漢翔            ","471,000","872,000","-401,000","0","0","0","471,000","872,000","-401,000",
" ","3588  ","通嘉            ","624,599","1,024,299","-399,700","0","0","0","624,599","1,024,299","-399,700",
" ","2406  ","國碩            ","1,772,000","2,171,000","-399,000","0","0","0","1,772,000","2,171,000","-399,000",
" ","2485  ","兆赫            ","64,000","460,000","-396,000","0","0","0","64,000","460,000","-396,000",
" ","2375  ","凱美            ","110,000","504,000","-394,000","0","0","0","110,000","504,000","-394,000",
" ","2484  ","希華            ","179,000","572,000","-393,000","0","0","0","179,000","572,000","-393,000",
" ","1103  ","嘉泥            ","216,000","608,000","-392,000","0","0","0","216,000","608,000","-392,000",
" ","1795  ","美時            ","349,000","741,000","-392,000","0","0","0","349,000","741,000","-392,000",
" ","1734  ","杏輝            ","208,240","596,000","-387,760","0","0","0","208,240","596,000","-387,760",
" ","2417  ","圓剛            ","108,000","495,000","-387,000","0","0","0","108,000","495,000","-387,000",
" ","1717  ","長興            ","136,581","516,000","-379,419","0","0","0","136,581","516,000","-379,419",
" ","8271  ","宇瞻            ","52,000","429,000","-377,000","0","0","0","52,000","429,000","-377,000",
" ","2538  ","基泰            ","205,000","580,000","-375,000","0","0","0","205,000","580,000","-375,000",
" ","1201  ","味全            ","128,000","502,000","-374,000","0","0","0","128,000","502,000","-374,000",
" ","6108  ","競國            ","326,000","699,060","-373,060","0","0","0","326,000","699,060","-373,060",
" ","5471  ","松翰            ","578,000","948,000","-370,000","0","0","0","578,000","948,000","-370,000",
" ","6269  ","台郡            ","565,000","930,000","-365,000","0","0","0","565,000","930,000","-365,000",
" ","2547  ","日勝生          ","36,000","399,000","-363,000","0","0","0","36,000","399,000","-363,000",
" ","8249  ","菱光            ","232,000","593,000","-361,000","0","0","0","232,000","593,000","-361,000",
" ","6120  ","達運            ","72,042","429,000","-356,958","0","0","0","72,042","429,000","-356,958",
" ","2038  ","海光            ","623,100","957,000","-333,900","0","0","0","623,100","957,000","-333,900",
" ","2498  ","宏達電          ","919,413","1,252,074","-332,661","0","0","0","919,413","1,252,074","-332,661",
" ","8081  ","致新            ","1,027,000","1,354,600","-327,600","0","0","0","1,027,000","1,354,600","-327,600",
" ","1402  ","遠東新          ","932,934","1,256,000","-323,066","0","0","0","932,934","1,256,000","-323,066",
" ","2430  ","燦坤            ","369,000","688,000","-319,000","0","0","0","369,000","688,000","-319,000",
" ","2542  ","興富發          ","310,886","625,730","-314,844","0","0","0","310,886","625,730","-314,844",
" ","3703  ","欣陸            ","561,000","870,000","-309,000","0","0","0","561,000","870,000","-309,000",
" ","2504  ","國產            ","182,000","487,000","-305,000","0","0","0","182,000","487,000","-305,000",
" ",="00878 ","國泰永續高股息  ","62,805","367,000","-304,195","0","0","0","62,805","367,000","-304,195",
" ","1907  ","永豐餘          ","652,000","955,000","-303,000","0","0","0","652,000","955,000","-303,000",
" ","2820  ","華票            ","18,000","314,000","-296,000","0","0","0","18,000","314,000","-296,000",
" ","2357  ","華碩            ","699,583","991,557","-291,974","0","0","0","699,583","991,557","-291,974",
" ","1452  ","宏益            ","23,000","313,000","-290,000","0","0","0","23,000","313,000","-290,000",
" ","2608  ","嘉里大榮        ","469,000","759,000","-290,000","0","0","0","469,000","759,000","-290,000",
" ","3437  ","榮創            ","76,000","364,000","-288,000","0","0","0","76,000","364,000","-288,000",
" ","4906  ","正文            ","357,000","645,000","-288,000","0","0","0","357,000","645,000","-288,000",
" ","2415  ","錩新            ","119,000","405,000","-286,000","0","0","0","119,000","405,000","-286,000",
" ","1313  ","聯成            ","588,000","869,000","-281,000","0","0","0","588,000","869,000","-281,000",
" ","4934  ","太極            ","481,000","762,000","-281,000","0","0","0","481,000","762,000","-281,000",
" ","6226  ","光鼎            ","827,000","1,108,000","-281,000","0","0","0","827,000","1,108,000","-281,000",
" ","6213  ","聯茂            ","849,885","1,130,000","-280,115","0","0","0","849,885","1,130,000","-280,115",
" ","3413  ","京鼎            ","31,000","311,000","-280,000","0","0","0","31,000","311,000","-280,000",
" ","1457  ","宜進            ","87,000","366,000","-279,000","0","0","0","87,000","366,000","-279,000",
" ","1514  ","亞力            ","53,000","331,000","-278,000","0","0","0","53,000","331,000","-278,000",
" ","2633  ","台灣高鐵        ","420,023","697,000","-276,977","0","0","0","420,023","697,000","-276,977",
" ","4952  ","凌通            ","734,000","1,008,000","-274,000","0","0","0","734,000","1,008,000","-274,000",
" ","2368  ","金像電          ","3,249,000","3,522,000","-273,000","0","0","0","3,249,000","3,522,000","-273,000",
" ","3515  ","華擎            ","107,100","373,300","-266,200","0","0","0","107,100","373,300","-266,200",
" ","2439  ","美律            ","113,000","364,803","-251,803","0","0","0","113,000","364,803","-251,803",
" ","6285  ","啟碁            ","16,000","257,000","-241,000","0","0","0","16,000","257,000","-241,000",
" ","8039  ","台虹            ","176,000","416,000","-240,000","0","0","0","176,000","416,000","-240,000",
" ",="00683L","期元大美元指正2 ","6,000","243,000","-237,000","0","0","0","6,000","243,000","-237,000",
" ","6139  ","亞翔            ","39,000","275,000","-236,000","0","0","0","39,000","275,000","-236,000",
" ","3058  ","立德            ","217,000","451,000","-234,000","0","0","0","217,000","451,000","-234,000",
" ","9958  ","世紀鋼          ","46,000","280,000","-234,000","0","0","0","46,000","280,000","-234,000",
" ","1476  ","儒鴻            ","158,051","385,506","-227,455","0","0","0","158,051","385,506","-227,455",
" ","2855  ","統一證          ","892,000","1,119,000","-227,000","0","0","0","892,000","1,119,000","-227,000",
" ","2402  ","毅嘉            ","87,000","313,000","-226,000","0","0","0","87,000","313,000","-226,000",
" ","4746  ","台耀            ","89,000","315,000","-226,000","0","0","0","89,000","315,000","-226,000",
" ","2823  ","中壽            ","3,312,811","3,537,000","-224,189","0","0","0","3,312,811","3,537,000","-224,189",
" ","2612  ","中航            ","2,891,000","3,112,000","-221,000","0","0","0","2,891,000","3,112,000","-221,000",
