"110年07月19日 外資及陸資買賣超彙總表"
,,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
" ","2301  ","光寶科          ","3,708,099","2,428,000","1,280,099","0","0","0","3,708,099","2,428,000","1,280,099",
" ","2390  ","云辰            ","2,588,000","1,357,000","1,231,000","0","0","0","2,588,000","1,357,000","1,231,000",
" ","4956  ","光鋐            ","1,491,000","303,000","1,188,000","0","0","0","1,491,000","303,000","1,188,000",
" ","1440  ","南紡            ","2,614,000","1,431,000","1,183,000","0","0","0","2,614,000","1,431,000","1,183,000",
" ","3545  ","敦泰            ","2,310,000","1,135,000","1,175,000","0","0","0","2,310,000","1,135,000","1,175,000",
" ","2406  ","國碩            ","8,256,000","7,108,100","1,147,900","0","0","0","8,256,000","7,108,100","1,147,900",
" ","3034  ","聯詠            ","2,363,194","1,221,397","1,141,797","0","0","0","2,363,194","1,221,397","1,141,797",
" ","6271  ","同欣電          ","1,558,456","432,195","1,126,261","0","0","0","1,558,456","432,195","1,126,261",
" ","2327  ","國巨            ","2,173,538","1,049,998","1,123,540","0","0","0","2,173,538","1,049,998","1,123,540",
" ","3605  ","宏致            ","1,342,000","251,100","1,090,900","0","0","0","1,342,000","251,100","1,090,900",
" ","2402  ","毅嘉            ","1,245,000","167,000","1,078,000","0","0","0","1,245,000","167,000","1,078,000",
" ","8213  ","志超            ","1,267,204","190,000","1,077,204","0","0","0","1,267,204","190,000","1,077,204",
" ","2460  ","建通            ","1,768,000","743,000","1,025,000","0","0","0","1,768,000","743,000","1,025,000",
" ","2467  ","志聖            ","1,354,000","329,000","1,025,000","0","0","0","1,354,000","329,000","1,025,000",
" ","1217  ","愛之味          ","1,401,000","387,000","1,014,000","0","0","0","1,401,000","387,000","1,014,000",
" ","2642  ","宅配通          ","2,089,020","1,077,000","1,012,020","0","0","0","2,089,020","1,077,000","1,012,020",
" ","9907  ","統一實          ","8,426,000","7,436,000","990,000","0","0","0","8,426,000","7,436,000","990,000",
" ","2328  ","廣宇            ","1,660,000","671,000","989,000","0","0","0","1,660,000","671,000","989,000",
" ","2393  ","億光            ","1,890,000","901,000","989,000","0","0","0","1,890,000","901,000","989,000",
" ","2368  ","金像電          ","3,108,000","2,132,000","976,000","0","0","0","3,108,000","2,132,000","976,000",
" ","6168  ","宏齊            ","1,985,000","1,018,000","967,000","0","0","0","1,985,000","1,018,000","967,000",
" ","2412  ","中華電          ","2,497,000","1,539,802","957,198","0","0","0","2,497,000","1,539,802","957,198",
" ","1709  ","和益            ","1,269,000","322,116","946,884","0","0","0","1,269,000","322,116","946,884",
" ","5519  ","隆大            ","1,014,000","71,000","943,000","0","0","0","1,014,000","71,000","943,000",
" ","1609  ","大亞            ","3,811,000","2,873,200","937,800","0","0","0","3,811,000","2,873,200","937,800",
" ","2511  ","太子            ","1,090,000","154,000","936,000","0","0","0","1,090,000","154,000","936,000",
" ","2436  ","偉詮電          ","2,399,000","1,480,500","918,500","0","0","0","2,399,000","1,480,500","918,500",
" ","1711  ","永光            ","1,508,000","611,000","897,000","0","0","0","1,508,000","611,000","897,000",
" ","1608  ","華榮            ","2,836,000","1,950,000","886,000","0","0","0","2,836,000","1,950,000","886,000",
" ","3033  ","威健            ","1,092,000","220,000","872,000","0","0","0","1,092,000","220,000","872,000",
" ","2007  ","燁興            ","1,668,000","826,000","842,000","0","0","0","1,668,000","826,000","842,000",
" ","3006  ","晶豪科          ","3,675,539","2,835,000","840,539","0","0","0","3,675,539","2,835,000","840,539",
" ","1701  ","中化            ","1,051,000","211,000","840,000","0","0","0","1,051,000","211,000","840,000",
" ","2314  ","台揚            ","4,695,212","3,865,100","830,112","0","0","0","4,695,212","3,865,100","830,112",
" ","1712  ","興農            ","860,000","30,000","830,000","0","0","0","860,000","30,000","830,000",
" ","2455  ","全新            ","1,042,000","261,000","781,000","0","0","0","1,042,000","261,000","781,000",
" ","3704  ","合勤控          ","1,453,000","683,414","769,586","0","0","0","1,453,000","683,414","769,586",
" ","5531  ","鄉林            ","896,000","150,000","746,000","0","0","0","896,000","150,000","746,000",
" ","1708  ","東鹼            ","961,000","245,000","716,000","0","0","0","961,000","245,000","716,000",
" ","1316  ","上曜            ","746,000","38,000","708,000","0","0","0","746,000","38,000","708,000",
" ","2020  ","美亞            ","4,072,000","3,370,000","702,000","0","0","0","4,072,000","3,370,000","702,000",
" ","1309  ","台達化          ","1,248,000","571,220","676,780","0","0","0","1,248,000","571,220","676,780",
" ","4904  ","遠傳            ","1,662,000","991,000","671,000","0","0","0","1,662,000","991,000","671,000",
" ","2542  ","興富發          ","1,976,000","1,308,000","668,000","0","0","0","1,976,000","1,308,000","668,000",
" ","2608  ","嘉里大榮        ","1,194,000","532,000","662,000","0","0","0","1,194,000","532,000","662,000",
" ","1312  ","國喬            ","1,956,000","1,314,040","641,960","0","0","0","1,956,000","1,314,040","641,960",
" ","1714  ","和桐            ","1,016,000","386,000","630,000","0","0","0","1,016,000","386,000","630,000",
" ","6120  ","達運            ","1,588,000","964,000","624,000","0","0","0","1,588,000","964,000","624,000",
" ","2006  ","東和鋼鐵        ","2,960,000","2,339,000","621,000","0","0","0","2,960,000","2,339,000","621,000",
" ","2636  ","台驊投控        ","6,162,000","5,541,632","620,368","0","0","0","6,162,000","5,541,632","620,368",
" ","6164  ","華興            ","731,000","114,000","617,000","0","0","0","731,000","114,000","617,000",
" ","6139  ","亞翔            ","692,000","102,000","590,000","0","0","0","692,000","102,000","590,000",
" ","1517  ","利奇            ","929,000","354,000","575,000","0","0","0","929,000","354,000","575,000",
" ","4564  ","元翎            ","2,555,000","1,980,100","574,900","0","0","0","2,555,000","1,980,100","574,900",
" ","2030  ","彰源            ","1,753,000","1,188,000","565,000","0","0","0","1,753,000","1,188,000","565,000",
" ","2034  ","允強            ","3,454,000","2,890,000","564,000","0","0","0","3,454,000","2,890,000","564,000",
" ","2495  ","普安            ","654,000","99,000","555,000","0","0","0","654,000","99,000","555,000",
" ","1611  ","中電            ","652,000","107,000","545,000","0","0","0","652,000","107,000","545,000",
" ","2349  ","錸德            ","1,116,000","581,000","535,000","0","0","0","1,116,000","581,000","535,000",
" ","3443  ","創意            ","695,000","160,122","534,878","0","0","0","695,000","160,122","534,878",
" ",="00639 ","富邦深100       ","583,000","54,000","529,000","0","0","0","583,000","54,000","529,000",
" ","3060  ","銘異            ","724,000","198,000","526,000","0","0","0","724,000","198,000","526,000",
" ","4746  ","台耀            ","822,000","298,000","524,000","0","0","0","822,000","298,000","524,000",
" ","4934  ","太極            ","977,000","454,000","523,000","0","0","0","977,000","454,000","523,000",
" ","4989  ","榮科            ","1,236,000","721,100","514,900","0","0","0","1,236,000","721,100","514,900",
" ","2442  ","新美齊          ","561,000","48,000","513,000","0","0","0","561,000","48,000","513,000",
" ","2497  ","怡利電          ","1,023,000","515,000","508,000","0","0","0","1,023,000","515,000","508,000",
" ","3035  ","智原            ","881,000","373,000","508,000","0","0","0","881,000","373,000","508,000",
" ","5434  ","崇越            ","664,000","160,000","504,000","0","0","0","664,000","160,000","504,000",
" ","6251  ","定穎            ","907,221","411,000","496,221","0","0","0","907,221","411,000","496,221",
" ","3703  ","欣陸            ","1,060,000","564,000","496,000","0","0","0","1,060,000","564,000","496,000",
" ","3376  ","新日興          ","686,328","200,000","486,328","0","0","0","686,328","200,000","486,328",
" ","2903  ","遠百            ","792,000","308,000","484,000","0","0","0","792,000","308,000","484,000",
" ","5522  ","遠雄            ","628,000","144,000","484,000","0","0","0","628,000","144,000","484,000",
" ","1515  ","力山            ","748,000","280,000","468,000","0","0","0","748,000","280,000","468,000",
" ","2851  ","中再保          ","1,356,000","899,000","457,000","0","0","0","1,356,000","899,000","457,000",
" ","3031  ","佰鴻            ","616,000","162,000","454,000","0","0","0","616,000","162,000","454,000",
" ","3010  ","華立            ","610,000","158,000","452,000","0","0","0","610,000","158,000","452,000",
" ","2905  ","三商            ","574,000","124,000","450,000","0","0","0","574,000","124,000","450,000",
" ","2430  ","燦坤            ","565,000","119,000","446,000","0","0","0","565,000","119,000","446,000",
" ","2547  ","日勝生          ","582,000","137,000","445,000","0","0","0","582,000","137,000","445,000",
" ","1466  ","聚隆            ","827,000","385,000","442,000","0","0","0","827,000","385,000","442,000",
" ","1589  ","永冠-KY         ","617,000","196,000","421,000","0","0","0","617,000","196,000","421,000",
" ","8081  ","致新            ","736,269","317,000","419,269","0","0","0","736,269","317,000","419,269",
" ","6706  ","惠特            ","1,002,000","595,000","407,000","0","0","0","1,002,000","595,000","407,000",
" ","8070  ","長華*           ","791,000","407,339","383,661","0","0","0","791,000","407,339","383,661",
" ","6477  ","安集            ","1,318,000","944,000","374,000","0","0","0","1,318,000","944,000","374,000",
" ","3702  ","大聯大          ","2,233,000","1,859,247","373,753","0","0","0","2,233,000","1,859,247","373,753",
" ","2812  ","台中銀          ","479,000","109,300","369,700","0","0","0","479,000","109,300","369,700",
" ","4961  ","天鈺            ","858,000","490,862","367,138","0","0","0","858,000","490,862","367,138",
" ","2415  ","錩新            ","850,000","487,000","363,000","0","0","0","850,000","487,000","363,000",
" ","3005  ","神基            ","926,000","565,000","361,000","0","0","0","926,000","565,000","361,000",
" ","1519  ","華城            ","698,000","341,000","357,000","0","0","0","698,000","341,000","357,000",
" ","5608  ","四維航          ","4,944,200","4,588,000","356,200","0","0","0","4,944,200","4,588,000","356,200",
" ","2379  ","瑞昱            ","1,685,665","1,339,272","346,393","0","0","0","1,685,665","1,339,272","346,393",
" ","2388  ","威盛            ","820,015","482,000","338,015","0","0","0","820,015","482,000","338,015",
" ","4739  ","康普            ","1,101,000","773,000","328,000","0","0","0","1,101,000","773,000","328,000",
" ","1514  ","亞力            ","714,000","398,000","316,000","0","0","0","714,000","398,000","316,000",
" ","3356  ","奇偶            ","1,087,000","776,000","311,000","0","0","0","1,087,000","776,000","311,000",
" ","4106  ","雃博            ","449,000","140,000","309,000","0","0","0","449,000","140,000","309,000",
" ","2838  ","聯邦銀          ","464,000","158,000","306,000","0","0","0","464,000","158,000","306,000",
" ","2453  ","凌群            ","341,000","37,000","304,000","0","0","0","341,000","37,000","304,000",
" ","9105  ","泰金寶-DR       ","542,000","245,000","297,000","0","0","0","542,000","245,000","297,000",
" ","6278  ","台表科          ","671,400","376,000","295,400","0","0","0","671,400","376,000","295,400",
" ","4142  ","國光生          ","601,200","306,000","295,200","0","0","0","601,200","306,000","295,200",
" ",="0052  ","富邦科技        ","386,000","97,000","289,000","0","0","0","386,000","97,000","289,000",
" ","6756  ","威鋒電子        ","549,050","263,000","286,050","0","0","0","549,050","263,000","286,050",
" ","2505  ","國揚            ","367,000","85,000","282,000","0","0","0","367,000","85,000","282,000",
" ","4133  ","亞諾法          ","389,000","110,000","279,000","0","0","0","389,000","110,000","279,000",
" ","9934  ","成霖            ","302,000","24,000","278,000","0","0","0","302,000","24,000","278,000",
" ","1783  ","和康生          ","453,000","176,000","277,000","0","0","0","453,000","176,000","277,000",
" ","2015  ","豐興            ","480,000","206,000","274,000","0","0","0","480,000","206,000","274,000",
" ","2634  ","漢翔            ","489,000","215,000","274,000","0","0","0","489,000","215,000","274,000",
" ","1905  ","華紙            ","2,556,000","2,288,000","268,000","0","0","0","2,556,000","2,288,000","268,000",
" ","2024  ","志聯            ","335,000","68,000","267,000","0","0","0","335,000","68,000","267,000",
" ","6226  ","光鼎            ","950,000","685,000","265,000","0","0","0","950,000","685,000","265,000",
" ","1452  ","宏益            ","438,000","175,102","262,898","0","0","0","438,000","175,102","262,898",
" ","6155  ","鈞寶            ","424,000","163,000","261,000","0","0","0","424,000","163,000","261,000",
" ","3591  ","艾笛森          ","723,000","467,000","256,000","0","0","0","723,000","467,000","256,000",
" ","1710  ","東聯            ","896,000","642,000","254,000","0","0","0","896,000","642,000","254,000",
" ","6224  ","聚鼎            ","725,000","472,000","253,000","0","0","0","725,000","472,000","253,000",
" ","2509  ","全坤建          ","459,000","208,000","251,000","0","0","0","459,000","208,000","251,000",
" ","1806  ","冠軍            ","765,000","515,000","250,000","0","0","0","765,000","515,000","250,000",
" ","1201  ","味全            ","379,000","130,000","249,000","0","0","0","379,000","130,000","249,000",
" ","3047  ","訊舟            ","366,000","117,000","249,000","0","0","0","366,000","117,000","249,000",
" ","2606  ","裕民            ","5,573,143","5,324,629","248,514","0","0","0","5,573,143","5,324,629","248,514",
" ","5471  ","松翰            ","2,976,000","2,728,300","247,700","0","0","0","2,976,000","2,728,300","247,700",
" ","3607  ","谷崧            ","505,000","261,000","244,000","0","0","0","505,000","261,000","244,000",
" ","1231  ","聯華食          ","380,000","139,000","241,000","0","0","0","380,000","139,000","241,000",
" ","1229  ","聯華            ","477,000","242,000","235,000","0","0","0","477,000","242,000","235,000",
" ","1718  ","中纖            ","1,366,000","1,131,000","235,000","0","0","0","1,366,000","1,131,000","235,000",
" ","1590  ","亞德客-KY       ","458,276","228,005","230,271","0","0","0","458,276","228,005","230,271",
" ","9958  ","世紀鋼          ","520,000","293,000","227,000","0","0","0","520,000","293,000","227,000",
" ","9955  ","佳龍            ","240,000","14,000","226,000","0","0","0","240,000","14,000","226,000",
" ","2387  ","精元            ","302,000","82,000","220,000","0","0","0","302,000","82,000","220,000",
" ","1734  ","杏輝            ","279,000","60,000","219,000","0","0","0","279,000","60,000","219,000",
" ",="00693U","期街口S&P黃豆   ","274,000","56,000","218,000","0","0","0","274,000","56,000","218,000",
" ","2537  ","聯上發          ","281,000","63,000","218,000","0","0","0","281,000","63,000","218,000",
" ","3312  ","弘憶股          ","522,000","304,000","218,000","0","0","0","522,000","304,000","218,000",
" ",="085038","台積電元富12購03","517,000","300,000","217,000","0","0","0","517,000","300,000","217,000",
" ","4916  ","事欣科          ","231,000","14,000","217,000","0","0","0","231,000","14,000","217,000",
" ","9910  ","豐泰            ","610,000","396,577","213,423","0","0","0","610,000","396,577","213,423",
" ","5234  ","達興材料        ","241,000","29,000","212,000","0","0","0","241,000","29,000","212,000",
" ","2472  ","立隆電          ","651,000","442,000","209,000","0","0","0","651,000","442,000","209,000",
" ","9942  ","茂順            ","329,000","121,000","208,000","0","0","0","329,000","121,000","208,000",
" ","1456  ","怡華            ","314,000","108,000","206,000","0","0","0","314,000","108,000","206,000",
" ","9939  ","宏全            ","380,000","174,000","206,000","0","0","0","380,000","174,000","206,000",
" ","1618  ","合機            ","321,000","118,000","203,000","0","0","0","321,000","118,000","203,000",
" ","1325  ","恆大            ","461,500","259,000","202,500","0","0","0","461,500","259,000","202,500",
" ","3014  ","聯陽            ","1,121,000","919,000","202,000","0","0","0","1,121,000","919,000","202,000",
" ","3437  ","榮創            ","410,000","208,000","202,000","0","0","0","410,000","208,000","202,000",
" ",="083387","台積電富邦0A購02","200,000","0","200,000","0","0","0","200,000","0","200,000",
" ","2486  ","一詮            ","384,000","185,000","199,000","0","0","0","384,000","185,000","199,000",
" ","2498  ","宏達電          ","1,463,000","1,268,000","195,000","0","0","0","1,463,000","1,268,000","195,000",
" ","2889  ","國票金          ","1,744,759","1,552,000","192,759","0","0","0","1,744,759","1,552,000","192,759",
" ","6243  ","迅杰            ","388,000","196,000","192,000","0","0","0","388,000","196,000","192,000",
" ","9103  ","美德醫療-DR     ","329,000","138,000","191,000","0","0","0","329,000","138,000","191,000",
" ","8422  ","可寧衛          ","221,369","35,000","186,369","0","0","0","221,369","35,000","186,369",
" ","3090  ","日電貿          ","300,000","114,000","186,000","0","0","0","300,000","114,000","186,000",
" ","1732  ","毛寶            ","220,000","35,000","185,000","0","0","0","220,000","35,000","185,000",
" ","1447  ","力鵬            ","903,000","721,100","181,900","0","0","0","903,000","721,100","181,900",
" ","1108  ","幸福            ","273,000","92,000","181,000","0","0","0","273,000","92,000","181,000",
" ","1457  ","宜進            ","286,000","105,000","181,000","0","0","0","286,000","105,000","181,000",
" ","3056  ","總太            ","283,000","102,000","181,000","0","0","0","283,000","102,000","181,000",
" ","1109  ","信大            ","210,000","31,000","179,000","0","0","0","210,000","31,000","179,000",
" ","3050  ","鈺德            ","311,000","134,000","177,000","0","0","0","311,000","134,000","177,000",
" ","5907  ","大洋-KY         ","233,000","57,000","176,000","0","0","0","233,000","57,000","176,000",
" ","2108  ","南帝            ","711,539","540,000","171,539","0","0","0","711,539","540,000","171,539",
" ","2022  ","聚亨            ","2,273,000","2,104,000","169,000","0","0","0","2,273,000","2,104,000","169,000",
" ","2017  ","官田鋼          ","3,380,000","3,213,000","167,000","0","0","0","3,380,000","3,213,000","167,000",
" ","6405  ","悅城            ","352,000","186,000","166,000","0","0","0","352,000","186,000","166,000",
" ","3515  ","華擎            ","508,000","347,000","161,000","0","0","0","508,000","347,000","161,000",
" ","2489  ","瑞軒            ","1,134,000","982,000","152,000","0","0","0","1,134,000","982,000","152,000",
" ","2316  ","楠梓電          ","176,000","29,000","147,000","0","0","0","176,000","29,000","147,000",
" ","2233  ","宇隆            ","205,000","61,000","144,000","0","0","0","205,000","61,000","144,000",
" ","4942  ","嘉彰            ","527,000","384,000","143,000","0","0","0","527,000","384,000","143,000",
" ","2302  ","麗正            ","226,000","85,000","141,000","0","0","0","226,000","85,000","141,000",
" ","9905  ","大華            ","191,000","50,000","141,000","0","0","0","191,000","50,000","141,000",
" ","3011  ","今皓            ","161,000","22,000","139,000","0","0","0","161,000","22,000","139,000",
" ","2820  ","華票            ","396,000","259,000","137,000","0","0","0","396,000","259,000","137,000",
" ","1603  ","華電            ","252,000","116,000","136,000","0","0","0","252,000","116,000","136,000",
" ","9944  ","新麗            ","300,000","165,000","135,000","0","0","0","300,000","165,000","135,000",
" ","3550  ","聯穎            ","369,000","240,000","129,000","0","0","0","369,000","240,000","129,000",
" ","1762  ","中化生          ","189,000","65,000","124,000","0","0","0","189,000","65,000","124,000",
" ","3596  ","智易            ","370,000","251,000","119,000","0","0","0","370,000","251,000","119,000",
" ","1810  ","和成            ","231,000","117,000","114,000","0","0","0","231,000","117,000","114,000",
" ","3209  ","全科            ","507,000","393,000","114,000","0","0","0","507,000","393,000","114,000",
" ","6491  ","晶碩            ","473,000","359,000","114,000","0","0","0","473,000","359,000","114,000",
" ","6206  ","飛捷            ","172,000","59,000","113,000","0","0","0","172,000","59,000","113,000",
" ","6670  ","復盛應用        ","199,000","90,249","108,751","0","0","0","199,000","90,249","108,751",
" ","3622  ","洋華            ","253,000","145,000","108,000","0","0","0","253,000","145,000","108,000",
" ","8429  ","金麗-KY         ","275,000","168,000","107,000","0","0","0","275,000","168,000","107,000",
" ","2637  ","慧洋-KY         ","4,518,016","4,412,000","106,016","0","0","0","4,518,016","4,412,000","106,016",
" ","1760  ","寶齡富錦        ","256,000","153,010","102,990","0","0","0","256,000","153,010","102,990",
" ",="082487","台積電統一09購03","101,000","0","101,000","0","0","0","101,000","0","101,000",
" ","1537  ","廣隆            ","106,000","5,000","101,000","0","0","0","106,000","5,000","101,000",
" ","1307  ","三芳            ","163,000","66,000","97,000","0","0","0","163,000","66,000","97,000",
" ","6582  ","申豐            ","128,000","34,000","94,000","0","0","0","128,000","34,000","94,000",
" ","1617  ","榮星            ","162,000","69,000","93,000","0","0","0","162,000","69,000","93,000",
" ","1220  ","台榮            ","126,000","34,000","92,000","0","0","0","126,000","34,000","92,000",
" ","1467  ","南緯            ","147,000","57,000","90,000","0","0","0","147,000","57,000","90,000",
" ","2038  ","海光            ","2,376,000","2,289,000","87,000","0","0","0","2,376,000","2,289,000","87,000",
" ","6189  ","豐藝            ","123,000","37,000","86,000","0","0","0","123,000","37,000","86,000",
" ","4104  ","佳醫            ","92,000","7,000","85,000","0","0","0","92,000","7,000","85,000",
" ",="00688L","國泰20年美債正2 ","84,000","0","84,000","0","0","0","84,000","0","84,000",
" ","1720  ","生達            ","105,000","21,000","84,000","0","0","0","105,000","21,000","84,000",
" ","2440  ","太空梭          ","219,000","136,000","83,000","0","0","0","219,000","136,000","83,000",
" ","2033  ","佳大            ","273,000","191,000","82,000","0","0","0","273,000","191,000","82,000",
" ","3015  ","全漢            ","196,000","114,000","82,000","0","0","0","196,000","114,000","82,000",
" ","1560  ","中砂            ","108,000","27,000","81,000","0","0","0","108,000","27,000","81,000",
" ","8940  ","新天地          ","181,000","101,000","80,000","0","0","0","181,000","101,000","80,000",
" ","1340  ","勝悅-KY         ","93,000","14,000","79,000","0","0","0","93,000","14,000","79,000",
" ","2365  ","昆盈            ","218,000","144,000","74,000","0","0","0","218,000","144,000","74,000",
" ","6598  ","ABC-KY          ","79,000","8,000","71,000","0","0","0","79,000","8,000","71,000",
" ",="031598","晶技國票0B購01  ","70,000","0","70,000","0","0","0","70,000","0","70,000",
" ","1903  ","士紙            ","133,000","63,000","70,000","0","0","0","133,000","63,000","70,000",
" ","1733  ","五鼎            ","79,000","10,000","69,000","0","0","0","79,000","10,000","69,000",
" ","4720  ","德淵            ","71,000","3,000","68,000","0","0","0","71,000","3,000","68,000",
" ","8926  ","台汽電          ","154,000","86,000","68,000","0","0","0","154,000","86,000","68,000",
" ","9940  ","信義            ","110,000","42,000","68,000","0","0","0","110,000","42,000","68,000",
" ","4912  ","聯德控股-KY     ","145,001","78,000","67,001","0","0","0","145,001","78,000","67,001",
" ","1568  ","倉佑            ","116,000","51,000","65,000","0","0","0","116,000","51,000","65,000",
" ","3321  ","同泰            ","85,000","21,000","64,000","0","0","0","85,000","21,000","64,000",
" ","2906  ","高林            ","106,000","43,000","63,000","0","0","0","106,000","43,000","63,000",
" ","2530  ","華建            ","99,000","37,000","62,000","0","0","0","99,000","37,000","62,000",
" ","6573  ","虹揚-KY         ","79,000","18,000","61,000","0","0","0","79,000","18,000","61,000",
" ","9924  ","福興            ","128,000","67,000","61,000","0","0","0","128,000","67,000","61,000",
" ","2423  ","固緯            ","64,000","4,000","60,000","0","0","0","64,000","4,000","60,000",
" ","8039  ","台虹            ","273,000","214,272","58,728","0","0","0","273,000","214,272","58,728",
" ","3002  ","歐格            ","170,000","113,000","57,000","0","0","0","170,000","113,000","57,000",
" ","6112  ","聚碩            ","115,000","59,000","56,000","0","0","0","115,000","59,000","56,000",
" ","6531  ","愛普            ","723,100","667,345","55,755","0","0","0","723,100","667,345","55,755",
" ",="00647L","元大S&P500正2   ","86,000","31,000","55,000","0","0","0","86,000","31,000","55,000",
" ","1604  ","聲寶            ","160,000","105,000","55,000","0","0","0","160,000","105,000","55,000",
" ","2405  ","浩鑫            ","170,000","115,000","55,000","0","0","0","170,000","115,000","55,000",
" ","4190  ","佐登-KY         ","65,000","11,000","54,000","0","0","0","65,000","11,000","54,000",
" ",="00682U","期元大美元指數  ","52,000","0","52,000","0","0","0","52,000","0","52,000",
" ","1218  ","泰山            ","94,000","42,000","52,000","0","0","0","94,000","42,000","52,000",
" ","8104  ","錸寶            ","81,000","29,000","52,000","0","0","0","81,000","29,000","52,000",
" ","2912  ","統一超          ","642,511","591,000","51,511","0","0","0","642,511","591,000","51,511",
" ","2480  ","敦陽科          ","61,000","10,000","51,000","0","0","0","61,000","10,000","51,000",
" ","4137  ","麗豐-KY         ","58,000","7,000","51,000","0","0","0","58,000","7,000","51,000",
" ",="077393","台積電凱基0B購01","50,000","0","50,000","0","0","0","50,000","0","50,000",
" ","1526  ","日馳            ","156,000","106,000","50,000","0","0","0","156,000","106,000","50,000",
" ","2462  ","良得電          ","176,000","126,000","50,000","0","0","0","176,000","126,000","50,000",
" ",="00783 ","富邦中証500     ","99,000","50,000","49,000","0","0","0","99,000","50,000","49,000",
" ","4155  ","訊映            ","53,000","4,000","49,000","0","0","0","53,000","4,000","49,000",
" ","8454  ","富邦媒          ","371,010","323,205","47,805","0","0","0","371,010","323,205","47,805",
