"110年07月19日 外資及陸資買賣超彙總表"
,,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
" ","1906  ","寶隆            ","111,000","64,000","47,000","0","0","0","111,000","64,000","47,000",
" ",="006207","FH滬深          ","46,000","0","46,000","0","0","0","46,000","0","46,000",
" ","1464  ","得力            ","128,000","83,000","45,000","0","0","0","128,000","83,000","45,000",
" ","2421  ","建準            ","300,000","255,000","45,000","0","0","0","300,000","255,000","45,000",
" ","2465  ","麗臺            ","209,000","164,000","45,000","0","0","0","209,000","164,000","45,000",
" ","2705  ","六福            ","119,000","74,000","45,000","0","0","0","119,000","74,000","45,000",
" ","3052  ","夆典            ","97,000","53,000","44,000","0","0","0","97,000","53,000","44,000",
" ","3557  ","嘉威            ","48,000","4,000","44,000","0","0","0","48,000","4,000","44,000",
" ","3533  ","嘉澤            ","281,263","237,608","43,655","0","0","0","281,263","237,608","43,655",
" ","1210  ","大成            ","219,075","176,000","43,075","0","0","0","219,075","176,000","43,075",
" ","1225  ","福懋油          ","91,000","48,000","43,000","0","0","0","91,000","48,000","43,000",
" ","1582  ","信錦            ","70,000","27,000","43,000","0","0","0","70,000","27,000","43,000",
" ",="033902","聯發科統一15購07","40,000","0","40,000","0","0","0","40,000","0","40,000",
" ",="036623","台玻凱基12購02  ","40,000","0","40,000","0","0","0","40,000","0","40,000",
" ","9917  ","中保科          ","215,000","175,000","40,000","0","0","0","215,000","175,000","40,000",
" ","5538  ","東明-KY         ","64,000","25,000","39,000","0","0","0","64,000","25,000","39,000",
" ","9925  ","新保            ","104,000","65,000","39,000","0","0","0","104,000","65,000","39,000",
" ",="00646 ","元大S&P500      ","43,000","5,000","38,000","0","0","0","43,000","5,000","38,000",
" ","1474  ","弘裕            ","235,000","197,000","38,000","0","0","0","235,000","197,000","38,000",
" ","5534  ","長虹            ","99,000","61,000","38,000","0","0","0","99,000","61,000","38,000",
" ","8210  ","勤誠            ","76,000","38,000","38,000","0","0","0","76,000","38,000","38,000",
" ","2028  ","威致            ","1,462,000","1,425,000","37,000","0","0","0","1,462,000","1,425,000","37,000",
" ","2109  ","華豐            ","66,000","29,000","37,000","0","0","0","66,000","29,000","37,000",
" ","2459  ","敦吉            ","41,000","5,000","36,000","0","0","0","41,000","5,000","36,000",
" ","2706  ","第一店          ","177,000","142,000","35,000","0","0","0","177,000","142,000","35,000",
" ","3563  ","牧德            ","49,000","14,000","35,000","0","0","0","49,000","14,000","35,000",
" ","8222  ","寶一            ","37,000","3,000","34,000","0","0","0","37,000","3,000","34,000",
" ","9921  ","巨大            ","539,100","505,150","33,950","0","0","0","539,100","505,150","33,950",
" ","2597  ","潤弘            ","132,000","99,000","33,000","0","0","0","132,000","99,000","33,000",
" ","2369  ","菱生            ","5,885,200","5,853,000","32,200","0","0","0","5,885,200","5,853,000","32,200",
" ","6412  ","群電            ","84,000","52,000","32,000","0","0","0","84,000","52,000","32,000",
" ","9946  ","三發地產        ","40,000","8,000","32,000","0","0","0","40,000","8,000","32,000",
" ","2425  ","承啟            ","200,000","169,000","31,000","0","0","0","200,000","169,000","31,000",
" ","2545  ","皇翔            ","104,000","73,000","31,000","0","0","0","104,000","73,000","31,000",
" ","2850  ","新產            ","62,000","31,000","31,000","0","0","0","62,000","31,000","31,000",
" ","9941  ","裕融            ","93,000","62,000","31,000","0","0","0","93,000","62,000","31,000",
" ",="033127","國巨元大0A購02  ","30,000","0","30,000","0","0","0","30,000","0","30,000",
" ","9919  ","康那香          ","81,000","51,000","30,000","0","0","0","81,000","51,000","30,000",
" ","3013  ","晟銘電          ","49,000","20,000","29,000","0","0","0","49,000","20,000","29,000",
" ","3432  ","台端            ","44,000","15,000","29,000","0","0","0","44,000","15,000","29,000",
" ","4164  ","承業醫          ","41,000","12,000","29,000","0","0","0","41,000","12,000","29,000",
" ","9914  ","美利達          ","193,002","165,000","28,002","0","0","0","193,002","165,000","28,002",
" ","4540  ","全球傳動        ","53,000","25,000","28,000","0","0","0","53,000","25,000","28,000",
" ","6024  ","群益期          ","45,000","17,000","28,000","0","0","0","45,000","17,000","28,000",
" ","2414  ","精技            ","37,000","10,000","27,000","0","0","0","37,000","10,000","27,000",
" ","2528  ","皇普            ","39,000","12,000","27,000","0","0","0","39,000","12,000","27,000",
" ","2702  ","華園            ","109,000","82,000","27,000","0","0","0","109,000","82,000","27,000",
" ",="00861 ","元大全球未來通訊","34,000","8,000","26,000","0","0","0","34,000","8,000","26,000",
" ","2009  ","第一銅          ","1,173,000","1,147,000","26,000","0","0","0","1,173,000","1,147,000","26,000",
" ",="00680L","元大美債20正2   ","25,000","0","25,000","0","0","0","25,000","0","25,000",
" ",="030464","超豐中信0A購01  ","25,000","0","25,000","0","0","0","25,000","0","25,000",
" ","1323  ","永裕            ","26,000","1,000","25,000","0","0","0","26,000","1,000","25,000",
" ","4915  ","致伸            ","494,000","469,000","25,000","0","0","0","494,000","469,000","25,000",
" ","4930  ","燦星網          ","260,000","235,000","25,000","0","0","0","260,000","235,000","25,000",
" ","6277  ","宏正            ","38,000","14,000","24,000","0","0","0","38,000","14,000","24,000",
" ","2441  ","超豐            ","730,030","707,000","23,030","0","0","0","730,030","707,000","23,030",
" ","1103  ","嘉泥            ","311,000","288,000","23,000","0","0","0","311,000","288,000","23,000",
" ","1416  ","廣豐            ","30,000","7,000","23,000","0","0","0","30,000","7,000","23,000",
" ","3543  ","州巧            ","34,000","11,000","23,000","0","0","0","34,000","11,000","23,000",
" ","4551  ","智伸科          ","106,000","83,000","23,000","0","0","0","106,000","83,000","23,000",
" ","2630  ","亞航            ","115,000","93,000","22,000","0","0","0","115,000","93,000","22,000",
" ","6177  ","達麗            ","107,000","85,000","22,000","0","0","0","107,000","85,000","22,000",
" ","6449  ","鈺邦            ","55,000","33,000","22,000","0","0","0","55,000","33,000","22,000",
" ","1417  ","嘉裕            ","118,000","97,000","21,000","0","0","0","118,000","97,000","21,000",
" ",="030453","超豐富邦0C購01  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="031323","台達電元大0A購01","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="032679","裕民中信0B購01  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="036987","盛群凱基0C購01  ","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="037002","台積電元富13購06","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="06766P","臺股指元大0C售03","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ",="085847","台積電統一12購01","20,000","0","20,000","0","0","0","20,000","0","20,000",
" ","2514  ","龍邦            ","80,000","61,000","19,000","0","0","0","80,000","61,000","19,000",
" ","3004  ","豐達科          ","25,000","6,000","19,000","0","0","0","25,000","6,000","19,000",
" ","3501  ","維熹            ","24,000","6,000","18,000","0","0","0","24,000","6,000","18,000",
" ",="00681R","元大美債20反1   ","17,000","0","17,000","0","0","0","17,000","0","17,000",
" ","1727  ","中華化          ","22,000","5,000","17,000","0","0","0","22,000","5,000","17,000",
" ","1773  ","勝一            ","99,000","82,000","17,000","0","0","0","99,000","82,000","17,000",
" ","1817  ","凱撒衛          ","19,000","2,000","17,000","0","0","0","19,000","2,000","17,000",
" ","3057  ","喬鼎            ","60,000","43,000","17,000","0","0","0","60,000","43,000","17,000",
" ","1232  ","大統益          ","27,000","11,000","16,000","0","0","0","27,000","11,000","16,000",
" ","1527  ","鑽全            ","177,000","161,000","16,000","0","0","0","177,000","161,000","16,000",
" ","6216  ","居易            ","17,000","1,000","16,000","0","0","0","17,000","1,000","16,000",
" ","8478  ","東哥遊艇        ","35,000","19,000","16,000","0","0","0","35,000","19,000","16,000",
" ",="036367","友達國票12購01  ","15,000","0","15,000","0","0","0","15,000","0","15,000",
" ",="036372","長榮航國票12購01","15,000","0","15,000","0","0","0","15,000","0","15,000",
" ","1432  ","大魯閣          ","18,000","3,000","15,000","0","0","0","18,000","3,000","15,000",
" ","1598  ","岱宇            ","190,000","175,000","15,000","0","0","0","190,000","175,000","15,000",
" ","2239  ","英利-KY         ","35,000","20,000","15,000","0","0","0","35,000","20,000","15,000",
" ","2731  ","雄獅            ","94,000","79,000","15,000","0","0","0","94,000","79,000","15,000",
" ","3055  ","蔚華科          ","34,000","19,000","15,000","0","0","0","34,000","19,000","15,000",
" ","4119  ","旭富            ","59,000","44,000","15,000","0","0","0","59,000","44,000","15,000",
" ","6438  ","迅得            ","145,000","130,000","15,000","0","0","0","145,000","130,000","15,000",
" ","910322","康師傅-DR       ","15,000","0","15,000","0","0","0","15,000","0","15,000",
" ",="00852L","國泰美國道瓊正2 ","54,000","40,000","14,000","0","0","0","54,000","40,000","14,000",
" ",="089729","友達永豐09購07  ","13,000","0","13,000","0","0","0","13,000","0","13,000",
" ","1321  ","大洋            ","40,000","27,000","13,000","0","0","0","40,000","27,000","13,000",
" ","6776  ","展碁國際        ","16,000","3,000","13,000","0","0","0","16,000","3,000","13,000",
" ",="00676R","富邦臺灣加權反1 ","44,000","32,000","12,000","0","0","0","44,000","32,000","12,000",
" ","2373  ","震旦行          ","25,000","13,000","12,000","0","0","0","25,000","13,000","12,000",
" ","2704  ","國賓            ","31,000","19,000","12,000","0","0","0","31,000","19,000","12,000",
" ",="00668 ","國泰美國道瓊    ","13,000","2,000","11,000","0","0","0","13,000","2,000","11,000",
" ",="0055  ","元大MSCI金融    ","18,000","8,000","10,000","0","0","0","18,000","8,000","10,000",
" ",="030045","瑞昱元大0A購01  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="030772","台積電麥證11購03","10,000","0","10,000","100,000","101,000","-1,000","110,000","101,000","9,000",
" ",="031325","台積電元大0A購10","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033453","偉詮電群益11購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033922","鴻海元大0B購11  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="034206","台表科元大11購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="035192","南亞科元富0B購02","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="038930","光罩麥證11購02  ","10,000","0","10,000","46,000","144,000","-98,000","56,000","144,000","-88,000",
" ",="07409P","T50正2凱基11售01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="085343","松翰中信08購01  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="087345","晶豪科凱基0C購02","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ","1442  ","名軒            ","20,000","10,000","10,000","0","0","0","20,000","10,000","10,000",
" ","1449  ","佳和            ","12,000","2,000","10,000","0","0","0","12,000","2,000","10,000",
" ","1522  ","堤維西          ","89,000","79,000","10,000","0","0","0","89,000","79,000","10,000",
" ","1786  ","科妍            ","11,000","1,000","10,000","0","0","0","11,000","1,000","10,000",
" ","2305  ","全友            ","74,000","64,000","10,000","0","0","0","74,000","64,000","10,000",
" ","2701  ","萬企            ","37,000","27,000","10,000","0","0","0","37,000","27,000","10,000",
" ","2881A ","富邦特          ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ","4562  ","穎漢            ","13,000","3,000","10,000","0","0","0","13,000","3,000","10,000",
" ","6281  ","全國電          ","18,000","8,000","10,000","0","0","0","18,000","8,000","10,000",
" ","8462  ","柏文            ","20,000","10,000","10,000","0","0","0","20,000","10,000","10,000",
" ","2739  ","寒舍            ","30,000","21,000","9,000","0","0","0","30,000","21,000","9,000",
" ","2816  ","旺旺保          ","20,000","11,000","9,000","0","0","0","20,000","11,000","9,000",
" ","3036A ","文曄甲特        ","9,000","0","9,000","0","0","0","9,000","0","9,000",
" ","9906  ","欣巴巴          ","9,000","0","9,000","0","0","0","9,000","0","9,000",
" ",="0061  ","元大寶滬深      ","20,000","12,000","8,000","0","0","0","20,000","12,000","8,000",
" ","1256  ","鮮活果汁-KY     ","8,000","0","8,000","0","0","0","8,000","0","8,000",
" ","2855  ","統一證          ","788,000","780,000","8,000","0","0","0","788,000","780,000","8,000",
" ","5906  ","台南-KY         ","9,000","1,000","8,000","0","0","0","9,000","1,000","8,000",
" ","6108  ","競國            ","27,000","19,000","8,000","0","0","0","27,000","19,000","8,000",
" ","1341  ","富林-KY         ","11,000","4,000","7,000","0","0","0","11,000","4,000","7,000",
" ","1342  ","八貫            ","8,000","1,000","7,000","0","0","0","8,000","1,000","7,000",
" ","8374  ","羅昇            ","15,000","8,000","7,000","0","0","0","15,000","8,000","7,000",
" ",="00713 ","元大台灣高息低波","8,000","2,000","6,000","0","0","0","8,000","2,000","6,000",
" ","1339  ","昭輝            ","12,000","6,000","6,000","0","0","0","12,000","6,000","6,000",
" ","2427  ","三商電          ","6,000","0","6,000","0","0","0","6,000","0","6,000",
" ","3308  ","聯德            ","7,000","1,000","6,000","0","0","0","7,000","1,000","6,000",
" ","4545  ","銘鈺            ","6,000","0","6,000","0","0","0","6,000","0","6,000",
" ","4571  ","鈞興-KY         ","11,000","5,000","6,000","0","0","0","11,000","5,000","6,000",
" ","4755  ","三福化          ","7,000","1,000","6,000","0","0","0","7,000","1,000","6,000",
" ",="00675L","富邦臺灣加權正2 ","8,000","3,000","5,000","0","0","0","8,000","3,000","5,000",
" ",="031707","台積電永豐0A購03","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="033284","長榮統一12購03  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="036129","為升凱基0C購01  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="038726","偉詮電元大11購03","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="038731","欣興元大12購02  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="07205P","萬海凱基11售04  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","2013  ","中鋼構          ","297,000","292,000","5,000","0","0","0","297,000","292,000","5,000",
" ","2852  ","第一保          ","10,000","5,000","5,000","0","0","0","10,000","5,000","5,000",
" ","6166  ","凌華            ","13,000","8,000","5,000","0","0","0","13,000","8,000","5,000",
" ",="00674R","期元大S&P黃金反1","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ",="00728 ","第一金工業30    ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ",="00730 ","富邦臺灣優質高息","17,000","13,000","4,000","0","0","0","17,000","13,000","4,000",
" ","2397  ","友通            ","8,000","4,000","4,000","0","0","0","8,000","4,000","4,000",
" ","2434  ","統懋            ","5,000","1,000","4,000","0","0","0","5,000","1,000","4,000",
" ","2468  ","華經            ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","2936  ","客思達-KY       ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","3617  ","碩天            ","11,000","7,000","4,000","0","0","0","11,000","7,000","4,000",
" ","6605  ","帝寶            ","29,000","25,000","4,000","0","0","0","29,000","25,000","4,000",
" ","6715  ","嘉基            ","26,000","22,000","4,000","0","0","0","26,000","22,000","4,000",
" ","912398","友佳-DR         ","10,000","6,000","4,000","0","0","0","10,000","6,000","4,000",
" ","1707  ","葡萄王          ","19,000","15,275","3,725","0","0","0","19,000","15,275","3,725",
"*","6415  ","矽力-KY         ","126,149","122,502","3,647","0","0","0","126,149","122,502","3,647",
" ",="00711B","FH彭博新興債    ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","2250  ","IKKA-KY         ","11,000","8,000","3,000","0","0","0","11,000","8,000","3,000",
" ","2471  ","資通            ","5,000","2,000","3,000","0","0","0","5,000","2,000","3,000",
" ","3296  ","勝德            ","19,000","16,000","3,000","0","0","0","19,000","16,000","3,000",
" ",="030974","凌陽元大0A購02  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="032455","嘉聯益元大11購02","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="033654","台積電統一15購02","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="034390","禾伸堂元大11購01","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="034456","燁輝群益11購01  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="035963","台積電元大0C購14","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="037061","晶技國票13購01  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="038326","燁輝凱基15購01  ","20,000","18,000","2,000","0","0","0","20,000","18,000","2,000",
" ",="089874","松翰國泰0C購01  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1104  ","環泥            ","157,000","155,000","2,000","0","0","0","157,000","155,000","2,000",
" ","1203  ","味王            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1324  ","地球            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1454  ","台富            ","7,000","5,000","2,000","0","0","0","7,000","5,000","2,000",
" ","1540  ","喬福            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1725  ","元禎            ","4,000","2,000","2,000","0","0","0","4,000","2,000","2,000",
" ","1730  ","花仙子          ","7,000","5,000","2,000","0","0","0","7,000","5,000","2,000",
" ","2540  ","愛山林          ","8,000","6,000","2,000","0","0","0","8,000","6,000","2,000",
" ","3046  ","建碁            ","4,000","2,000","2,000","0","0","0","4,000","2,000","2,000",
" ","4555  ","氣立            ","4,000","2,000","2,000","0","0","0","4,000","2,000","2,000",
" ","4557  ","永新-KY         ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","6666  ","羅麗芬-KY       ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","6674  ","鋐寶科技        ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","8442  ","威宏-KY         ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","8480  ","泰昇-KY         ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","9929  ","秋雨            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1438  ","三地開發        ","1,001","0","1,001","0","0","0","1,001","0","1,001",
" ",="00652 ","富邦印度        ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="00731 ","FH富時高息低波  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="00737 ","國泰AI+Robo     ","7,000","6,000","1,000","0","0","0","7,000","6,000","1,000",
" ",="031008","華邦電永豐0A購02","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="032020","致新統一0C購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="032638","長榮統一16購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="034150","富邦金凱基0B購03","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="036870","台光電統一0C購02","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="037035","東森元大0C購02  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="083034","台積電中信09購09","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="089792","潤泰新凱基0B購01","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1236  ","宏亞            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1436  ","華友聯          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1516  ","川飛            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1530  ","亞崴            ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","2236  ","百達-KY         ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","2538  ","基泰            ","67,000","66,000","1,000","0","0","0","67,000","66,000","1,000",
" ","2539  ","櫻花建          ","27,000","26,000","1,000","0","0","0","27,000","26,000","1,000",
" ","2712  ","遠雄來          ","3,000","2,000","1,000","0","0","0","3,000","2,000","1,000",
" ","2888A ","新光金甲特      ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","3054  ","立萬利          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","3518  ","柏騰            ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","4572  ","駐龍            ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","8114  ","振樺電          ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","2424  ","隴華            ","200","0","200","0","0","0","200","0","200",
" ","2883  ","開發金          ","11,322,768","65,401,652","-54,078,884","0","0","0","11,322,768","65,401,652","-54,078,884",
" ","2303  ","聯電            ","26,355,050","58,620,464","-32,265,414","0","0","0","26,355,050","58,620,464","-32,265,414",
" ","2888  ","新光金          ","6,087,000","36,438,592","-30,351,592","0","0","0","6,087,000","36,438,592","-30,351,592",
" ","2344  ","華邦電          ","11,562,000","41,893,981","-30,331,981","0","0","0","11,562,000","41,893,981","-30,331,981",
" ","2881  ","富邦金          ","5,767,835","29,950,709","-24,182,874","0","0","0","5,767,835","29,950,709","-24,182,874",
"*","2330  ","台積電          ","7,881,336","29,798,592","-21,917,256","0","0","0","7,881,336","29,798,592","-21,917,256",
" ","3481  ","群創            ","16,273,360","37,483,000","-21,209,640","0","0","0","16,273,360","37,483,000","-21,209,640",
" ","1802  ","台玻            ","11,083,935","30,505,000","-19,421,065","0","0","0","11,083,935","30,505,000","-19,421,065",
" ","2882  ","國泰金          ","6,129,254","25,023,128","-18,893,874","0","0","0","6,129,254","25,023,128","-18,893,874",
" ","2317  ","鴻海            ","2,553,332","17,722,253","-15,168,921","0","0","0","2,553,332","17,722,253","-15,168,921",
" ","2609  ","陽明            ","22,689,596","36,623,950","-13,934,354","0","0","0","22,689,596","36,623,950","-13,934,354",
" ","1605  ","華新            ","15,524,151","25,399,910","-9,875,759","0","0","0","15,524,151","25,399,910","-9,875,759",
" ","2408  ","南亞科          ","2,477,000","12,260,341","-9,783,341","0","0","0","2,477,000","12,260,341","-9,783,341",
" ","2615  ","萬海            ","8,242,805","17,328,659","-9,085,854","0","0","0","8,242,805","17,328,659","-9,085,854",
" ","2603  ","長榮            ","1,778,551","10,722,641","-8,944,090","0","0","0","1,778,551","10,722,641","-8,944,090",
" ","2887  ","台新金          ","5,553,000","14,412,619","-8,859,619","0","0","0","5,553,000","14,412,619","-8,859,619",
" ",="00885 ","富邦越南        ","862,800","8,558,000","-7,695,200","0","0","0","862,800","8,558,000","-7,695,200",
" ","2884  ","玉山金          ","4,735,100","12,225,986","-7,490,886","0","0","0","4,735,100","12,225,986","-7,490,886",
" ","3231  ","緯創            ","4,373,000","11,852,200","-7,479,200","0","0","0","4,373,000","11,852,200","-7,479,200",
" ",="00882 ","中信中國高股息  ","730,201","7,992,000","-7,261,799","0","0","0","730,201","7,992,000","-7,261,799",
" ","2834  ","臺企銀          ","4,981,000","11,500,000","-6,519,000","0","0","0","4,981,000","11,500,000","-6,519,000",
" ",="00893 ","國泰智能電動車  ","26,137","6,413,000","-6,386,863","0","0","0","26,137","6,413,000","-6,386,863",
" ","2891  ","中信金          ","10,361,819","16,165,918","-5,804,099","0","0","0","10,361,819","16,165,918","-5,804,099",
" ","2356  ","英業達          ","7,175,150","12,977,000","-5,801,850","0","0","0","7,175,150","12,977,000","-5,801,850",
" ","2308  ","台達電          ","2,803,407","8,220,998","-5,417,591","0","0","0","2,803,407","8,220,998","-5,417,591",
" ","2601  ","益航            ","4,806,917","9,999,000","-5,192,083","0","0","0","4,806,917","9,999,000","-5,192,083",
" ","2353  ","宏碁            ","1,060,000","6,231,000","-5,171,000","0","0","0","1,060,000","6,231,000","-5,171,000",
" ","2337  ","旺宏            ","913,676","5,929,200","-5,015,524","0","0","0","913,676","5,929,200","-5,015,524",
" ","2823  ","中壽            ","2,403,757","7,335,000","-4,931,243","0","0","0","2,403,757","7,335,000","-4,931,243",
" ","2607  ","榮運            ","5,145,500","9,650,000","-4,504,500","0","0","0","5,145,500","9,650,000","-4,504,500",
" ","2409  ","友達            ","16,020,777","20,487,000","-4,466,223","0","0","0","16,020,777","20,487,000","-4,466,223",
" ",="00881 ","國泰台灣5G+     ","249,000","4,377,000","-4,128,000","0","0","0","249,000","4,377,000","-4,128,000",
" ","2454  ","聯發科          ","1,238,518","5,005,582","-3,767,064","0","0","0","1,238,518","5,005,582","-3,767,064",
" ","2611  ","志信            ","3,570,000","7,158,000","-3,588,000","0","0","0","3,570,000","7,158,000","-3,588,000",
" ","2031  ","新光鋼          ","3,540,100","7,106,000","-3,565,900","0","0","0","3,540,100","7,106,000","-3,565,900",
" ",="0050  ","元大台灣50      ","793,650","4,134,000","-3,340,350","0","0","0","793,650","4,134,000","-3,340,350",
" ","2355  ","敬鵬            ","567,000","3,902,000","-3,335,000","0","0","0","567,000","3,902,000","-3,335,000",
" ","1303  ","南亞            ","3,678,226","6,976,125","-3,297,899","0","0","0","3,678,226","6,976,125","-3,297,899",
" ","4919  ","新唐            ","3,119,000","6,278,000","-3,159,000","0","0","0","3,119,000","6,278,000","-3,159,000",
" ","4952  ","凌通            ","2,399,107","5,322,000","-2,922,893","0","0","0","2,399,107","5,322,000","-2,922,893",
" ","2027  ","大成鋼          ","20,705,027","23,589,822","-2,884,795","0","0","0","20,705,027","23,589,822","-2,884,795",
" ","6153  ","嘉聯益          ","391,000","3,197,000","-2,806,000","0","0","0","391,000","3,197,000","-2,806,000",
" ",="00715L","期街口布蘭特正2 ","2,576,000","5,307,000","-2,731,000","0","0","0","2,576,000","5,307,000","-2,731,000",
" ","2885  ","元大金          ","4,776,000","7,491,000","-2,715,000","0","0","0","4,776,000","7,491,000","-2,715,000",
" ","2340  ","光磊            ","2,742,200","5,393,803","-2,651,603","0","0","0","2,742,200","5,393,803","-2,651,603",
" ","2201  ","裕隆            ","614,010","3,237,000","-2,622,990","0","0","0","614,010","3,237,000","-2,622,990",
" ","2867  ","三商壽          ","891,000","3,496,000","-2,605,000","0","0","0","891,000","3,496,000","-2,605,000",
" ","9904  ","寶成            ","3,444,000","5,985,000","-2,541,000","0","0","0","3,444,000","5,985,000","-2,541,000",
" ","2204  ","中華            ","455,000","2,993,000","-2,538,000","0","0","0","455,000","2,993,000","-2,538,000",
" ","6257  ","矽格            ","2,645,572","5,162,086","-2,516,514","0","0","0","2,645,572","5,162,086","-2,516,514",
" ","2476  ","鉅祥            ","2,508,000","4,935,000","-2,427,000","0","0","0","2,508,000","4,935,000","-2,427,000",
" ","6213  ","聯茂            ","692,000","3,077,059","-2,385,059","0","0","0","692,000","3,077,059","-2,385,059",
" ","8215  ","明基材          ","1,823,000","4,157,000","-2,334,000","0","0","0","1,823,000","4,157,000","-2,334,000",
" ","8163  ","達方            ","465,372","2,679,000","-2,213,628","0","0","0","465,372","2,679,000","-2,213,628",
" ","6202  ","盛群            ","4,285,358","6,444,000","-2,158,642","0","0","0","4,285,358","6,444,000","-2,158,642",
" ","5880  ","合庫金          ","4,193,000","6,300,117","-2,107,117","0","0","0","4,193,000","6,300,117","-2,107,117",
" ","4960  ","誠美材          ","394,000","2,342,000","-1,948,000","0","0","0","394,000","2,342,000","-1,948,000",
" ","2014  ","中鴻            ","7,700,000","9,633,000","-1,933,000","0","0","0","7,700,000","9,633,000","-1,933,000",
" ","3576  ","聯合再生        ","6,687,600","8,616,000","-1,928,400","0","0","0","6,687,600","8,616,000","-1,928,400",
" ","1301  ","台塑            ","2,331,000","4,186,030","-1,855,030","0","0","0","2,331,000","4,186,030","-1,855,030",
" ","9945  ","潤泰新          ","1,494,000","3,326,000","-1,832,000","0","0","0","1,494,000","3,326,000","-1,832,000",
" ","2449  ","京元電子        ","2,307,000","4,134,018","-1,827,018","0","0","0","2,307,000","4,134,018","-1,827,018",
" ",="00712 ","FH富時不動產    ","13,000","1,811,200","-1,798,200","0","0","0","13,000","1,811,200","-1,798,200",
" ","2392  ","正崴            ","293,000","2,066,000","-1,773,000","0","0","0","293,000","2,066,000","-1,773,000",
" ","8150  ","南茂            ","2,381,000","4,102,000","-1,721,000","0","0","0","2,381,000","4,102,000","-1,721,000",
