"110年07月20日 外資及陸資買賣超彙總表"
,,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ","6197  ","佳必琪          ","33,000","13,000","20,000","0","0","0","33,000","13,000","20,000",
" ","6166  ","凌華            ","22,000","3,000","19,000","0","0","0","22,000","3,000","19,000",
" ",="00737 ","國泰AI+Robo     ","19,000","1,000","18,000","0","0","0","19,000","1,000","18,000",
" ",="00682U","期元大美元指數  ","17,000","0","17,000","0","0","0","17,000","0","17,000",
" ",="034701","愛普群益12購01  ","17,000","0","17,000","0","0","0","17,000","0","17,000",
" ","3055  ","蔚華科          ","34,000","17,000","17,000","0","0","0","34,000","17,000","17,000",
" ","4137  ","麗豐-KY         ","37,000","20,000","17,000","0","0","0","37,000","20,000","17,000",
" ",="00876 ","元大未來關鍵科技","60,000","44,000","16,000","0","0","0","60,000","44,000","16,000",
" ","1558  ","伸興            ","17,000","1,000","16,000","0","0","0","17,000","1,000","16,000",
" ","2459  ","敦吉            ","23,000","7,000","16,000","0","0","0","23,000","7,000","16,000",
" ","5546  ","永固-KY         ","17,000","1,000","16,000","0","0","0","17,000","1,000","16,000",
" ","6281  ","全國電          ","26,000","10,000","16,000","0","0","0","26,000","10,000","16,000",
" ","911868","同方友友-DR     ","68,000","52,000","16,000","0","0","0","68,000","52,000","16,000",
" ","9944  ","新麗            ","113,000","97,000","16,000","0","0","0","113,000","97,000","16,000",
" ","9946  ","三發地產        ","17,000","2,000","15,000","0","0","0","17,000","2,000","15,000",
" ","4755  ","三福化          ","15,000","1,000","14,000","0","0","0","15,000","1,000","14,000",
" ","5203  ","訊連            ","32,000","18,000","14,000","0","0","0","32,000","18,000","14,000",
" ","9955  ","佳龍            ","34,000","20,000","14,000","0","0","0","34,000","20,000","14,000",
" ","2480  ","敦陽科          ","68,000","55,000","13,000","0","0","0","68,000","55,000","13,000",
" ","1471  ","首利            ","73,000","61,000","12,000","0","0","0","73,000","61,000","12,000",
" ","1730  ","花仙子          ","24,000","12,000","12,000","0","0","0","24,000","12,000","12,000",
" ","2528  ","皇普            ","12,000","0","12,000","0","0","0","12,000","0","12,000",
" ","3705  ","永信            ","18,000","6,000","12,000","0","0","0","18,000","6,000","12,000",
" ","5906  ","台南-KY         ","13,000","1,000","12,000","0","0","0","13,000","1,000","12,000",
" ",="0051  ","元大中型100     ","14,070","3,000","11,070","0","0","0","14,070","3,000","11,070",
" ",="031046","元石油元大0B購04","11,000","0","11,000","0","0","0","11,000","0","11,000",
" ",="035192","南亞科元富0B購02","11,000","0","11,000","0","0","0","11,000","0","11,000",
" ","1446  ","宏和            ","13,000","2,000","11,000","0","0","0","13,000","2,000","11,000",
" ","1449  ","佳和            ","13,000","2,000","11,000","0","0","0","13,000","2,000","11,000",
" ","3021  ","鴻名            ","18,000","7,000","11,000","0","0","0","18,000","7,000","11,000",
" ","2511  ","太子            ","87,208","77,000","10,208","0","0","0","87,208","77,000","10,208",
" ",="00657 ","國泰日經225     ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="030231","威鋒電凱基12購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033200","臺股指凱基13購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033408","南亞科第一15購01","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="033817","聯電統一15購04  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="036632","富邦金凱基11購02","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="036659","華新國票0C購03  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="036725","台積電凱基0C購16","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="037725","裕民凱基0C購03  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ",="06866P","長榮元大0B售05  ","10,000","0","10,000","0","0","0","10,000","0","10,000",
" ","1524  ","耿鼎            ","44,000","34,000","10,000","0","0","0","44,000","34,000","10,000",
" ","2612  ","中航            ","1,560,000","1,550,000","10,000","0","0","0","1,560,000","1,550,000","10,000",
" ","1604  ","聲寶            ","97,000","88,000","9,000","0","0","0","97,000","88,000","9,000",
" ","2540  ","愛山林          ","9,000","0","9,000","0","0","0","9,000","0","9,000",
" ","8462  ","柏文            ","17,000","8,000","9,000","0","0","0","17,000","8,000","9,000",
" ",="00638R","元大滬深300反1  ","22,000","14,000","8,000","0","0","0","22,000","14,000","8,000",
" ",="032508","長榮永豐0A購11  ","8,000","0","8,000","0","0","0","8,000","0","8,000",
" ","2841  ","台開            ","37,000","29,000","8,000","0","0","0","37,000","29,000","8,000",
" ",="01002T","土銀國泰R1      ","7,270","0","7,270","0","0","0","7,270","0","7,270",
" ",="00668 ","國泰美國道瓊    ","13,000","6,000","7,000","0","0","0","13,000","6,000","7,000",
" ",="00713 ","元大台灣高息低波","15,000","8,000","7,000","0","0","0","15,000","8,000","7,000",
" ","1256  ","鮮活果汁-KY     ","7,000","0","7,000","0","0","0","7,000","0","7,000",
" ","2471  ","資通            ","12,000","5,000","7,000","0","0","0","12,000","5,000","7,000",
" ","8463  ","潤泰材          ","10,000","3,000","7,000","0","0","0","10,000","3,000","7,000",
" ","9908  ","大台北          ","8,000","1,000","7,000","0","0","0","8,000","1,000","7,000",
" ",="01003T","兆豐新光R1      ","6,080","0","6,080","0","0","0","6,080","0","6,080",
" ",="00753L","中信中國50正2   ","32,000","26,000","6,000","0","0","0","32,000","26,000","6,000",
" ",="07560P","T50正2國票11售01","6,000","0","6,000","0","0","0","6,000","0","6,000",
" ","1531  ","高林股          ","6,000","0","6,000","0","0","0","6,000","0","6,000",
" ","2748  ","雲品            ","7,000","1,000","6,000","0","0","0","7,000","1,000","6,000",
" ","4571  ","鈞興-KY         ","10,000","4,000","6,000","0","0","0","10,000","4,000","6,000",
" ","912398","友佳-DR         ","5,110","0","5,110","0","0","0","5,110","0","5,110",
" ",="030274","群創統一11購02  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="030561","長榮統一11購01  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="030832","長榮中信0C購02  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="031707","台積電永豐0A購03","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="036372","長榮航國票12購01","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="038147","臺股指群益11購01","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ",="088736","光磊永豐09購02  ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","1339  ","昭輝            ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","1626  ","艾美特-KY       ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","1786  ","科妍            ","6,000","1,000","5,000","0","0","0","6,000","1,000","5,000",
" ","2434  ","統懋            ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","2936  ","客思達-KY       ","6,000","1,000","5,000","0","0","0","6,000","1,000","5,000",
" ","3040  ","遠見            ","8,000","3,000","5,000","0","0","0","8,000","3,000","5,000",
" ","3528  ","安馳            ","16,000","11,000","5,000","0","0","0","16,000","11,000","5,000",
" ","4572  ","駐龍            ","5,000","0","5,000","0","0","0","5,000","0","5,000",
" ","6184  ","大豐電          ","10,000","5,000","5,000","0","0","0","10,000","5,000","5,000",
" ",="037061","晶技國票13購01  ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ",="037217","玉晶光元富13購11","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ",="038559","燁輝凱基11購02  ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","1236  ","宏亞            ","4,000","0","4,000","0","0","0","4,000","0","4,000",
" ","1722  ","台肥            ","172,000","168,000","4,000","0","0","0","172,000","168,000","4,000",
" ","2227  ","裕日車          ","8,000","4,000","4,000","0","0","0","8,000","4,000","4,000",
" ","3416  ","融程電          ","9,000","5,000","4,000","0","0","0","9,000","5,000","4,000",
" ","6192  ","巨路            ","20,000","16,000","4,000","0","0","0","20,000","16,000","4,000",
" ","8442  ","威宏-KY         ","4,000","0","4,000","0","0","0","4,000","0","4,000",
"*","2395  ","研華            ","395,870","392,000","3,870","0","0","0","395,870","392,000","3,870",
" ",="00739 ","元大MSCI A股    ","18,000","15,000","3,000","0","0","0","18,000","15,000","3,000",
" ",="031008","華邦電永豐0A購02","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ","1231  ","聯華食          ","65,000","62,000","3,000","0","0","0","65,000","62,000","3,000",
" ","1521  ","大億            ","4,000","1,000","3,000","0","0","0","4,000","1,000","3,000",
" ","2250  ","IKKA-KY         ","11,000","8,000","3,000","0","0","0","11,000","8,000","3,000",
" ","2414  ","精技            ","9,000","6,000","3,000","0","0","0","9,000","6,000","3,000",
" ","2546  ","根基            ","7,000","4,000","3,000","0","0","0","7,000","4,000","3,000",
" ","6115  ","鎰勝            ","37,000","34,000","3,000","0","0","0","37,000","34,000","3,000",
" ","8411  ","福貞-KY         ","3,000","0","3,000","0","0","0","3,000","0","3,000",
" ",="01007T","兆豐國泰R2      ","2,490","0","2,490","0","0","0","2,490","0","2,490",
" ",="01001T","土銀富邦R1      ","2,094","0","2,094","0","0","0","2,094","0","2,094",
" ",="00783 ","富邦中証500     ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="031084","臺股指元大11購08","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="034390","禾伸堂元大11購01","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ",="034803","長榮凱基15購01  ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1436  ","華友聯          ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","1541  ","錩泰            ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","2433  ","互盛電          ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","3002  ","歐格            ","43,000","41,000","2,000","0","0","0","43,000","41,000","2,000",
" ","3312  ","弘憶股          ","246,000","244,000","2,000","0","0","0","246,000","244,000","2,000",
" ","4439  ","冠星-KY         ","2,000","0","2,000","0","0","0","2,000","0","2,000",
" ","4555  ","氣立            ","3,000","1,000","2,000","0","0","0","3,000","1,000","2,000",
" ","6415  ","矽力-KY         ","104,946","103,000","1,946","0","0","0","104,946","103,000","1,946",
" ","5534  ","長虹            ","84,894","83,000","1,894","0","0","0","84,894","83,000","1,894",
" ",="030024","群創日盛0B購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="031427","瑞昱凱基0A購02  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="031651","聯電元大0A購11  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="032860","友達群益0A購07  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="033337","台玻永豐0B購02  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="033906","群創統一0C購11  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="037036","東森元大12購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="037492","嘉晶凱基11購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="038280","強茂中信11購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="078692","台積電國泰09購01","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ",="088508","華立元大09購01  ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1315  ","達新            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","1341  ","富林-KY         ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","1423  ","利華            ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","1454  ","台富            ","3,000","2,000","1,000","0","0","0","3,000","2,000","1,000",
" ","1535  ","中宇            ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","2373  ","震旦行          ","3,000","2,000","1,000","0","0","0","3,000","2,000","1,000",
" ","2704  ","國賓            ","12,000","11,000","1,000","0","0","0","12,000","11,000","1,000",
" ","2712  ","遠雄來          ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","2722  ","夏都            ","14,000","13,000","1,000","0","0","0","14,000","13,000","1,000",
" ","4545  ","銘鈺            ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","6133  ","金橋            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","6201  ","亞弘電          ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","6216  ","居易            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","6666  ","羅麗芬-KY       ","2,000","1,000","1,000","0","0","0","2,000","1,000","1,000",
" ","6781  ","AES-KY          ","20,000","19,000","1,000","0","0","0","20,000","19,000","1,000",
" ","8443  ","阿瘦            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","8482  ","商億-KY         ","4,000","3,000","1,000","0","0","0","4,000","3,000","1,000",
" ","9912  ","偉聯            ","1,000","0","1,000","0","0","0","1,000","0","1,000",
" ","9941  ","裕融            ","149,000","148,000","1,000","0","0","0","149,000","148,000","1,000",
" ","2002  ","中鋼            ","18,473,277","56,937,763","-38,464,486","0","0","0","18,473,277","56,937,763","-38,464,486",
" ",="00715L","期街口布蘭特正2 ","5,049,000","36,779,618","-31,730,618","0","0","0","5,049,000","36,779,618","-31,730,618",
" ","3481  ","群創            ","41,486,754","67,007,600","-25,520,846","0","0","0","41,486,754","67,007,600","-25,520,846",
"*","2609  ","陽明            ","30,145,299","53,521,306","-23,376,007","0","0","0","30,145,299","53,521,306","-23,376,007",
" ","2603  ","長榮            ","3,568,449","17,837,954","-14,269,505","0","0","0","3,568,449","17,837,954","-14,269,505",
" ","2353  ","宏碁            ","2,797,000","16,756,796","-13,959,796","0","0","0","2,797,000","16,756,796","-13,959,796",
" ","2344  ","華邦電          ","9,414,600","22,980,384","-13,565,784","0","0","0","9,414,600","22,980,384","-13,565,784",
" ","3231  ","緯創            ","2,859,000","16,300,500","-13,441,500","0","0","0","2,859,000","16,300,500","-13,441,500",
" ","2883  ","開發金          ","6,951,210","20,072,400","-13,121,190","0","0","0","6,951,210","20,072,400","-13,121,190",
" ","2023  ","燁輝            ","14,654,320","27,377,000","-12,722,680","0","0","0","14,654,320","27,377,000","-12,722,680",
" ","2409  ","友達            ","31,956,200","44,497,470","-12,541,270","0","0","0","31,956,200","44,497,470","-12,541,270",
" ","2337  ","旺宏            ","3,791,000","14,957,000","-11,166,000","0","0","0","3,791,000","14,957,000","-11,166,000",
" ","2888  ","新光金          ","5,487,618","15,972,000","-10,484,382","0","0","0","5,487,618","15,972,000","-10,484,382",
" ","1314  ","中石化          ","1,746,000","11,977,000","-10,231,000","0","0","0","1,746,000","11,977,000","-10,231,000",
" ","2303  ","聯電            ","19,418,698","29,512,393","-10,093,695","0","0","0","19,418,698","29,512,393","-10,093,695",
" ","2887  ","台新金          ","5,406,000","13,764,800","-8,358,800","0","0","0","5,406,000","13,764,800","-8,358,800",
" ","2615  ","萬海            ","12,657,247","20,473,830","-7,816,583","0","0","0","12,657,247","20,473,830","-7,816,583",
" ","2834  ","臺企銀          ","1,475,850","8,561,000","-7,085,150","0","0","0","1,475,850","8,561,000","-7,085,150",
" ","2027  ","大成鋼          ","11,799,744","18,609,267","-6,809,523","0","0","0","11,799,744","18,609,267","-6,809,523",
" ","6116  ","彩晶            ","7,961,150","14,288,198","-6,327,048","0","0","0","7,961,150","14,288,198","-6,327,048",
" ",="00885 ","富邦越南        ","1,443,800","7,763,000","-6,319,200","0","0","0","1,443,800","7,763,000","-6,319,200",
" ","2891  ","中信金          ","3,916,810","10,086,400","-6,169,590","0","0","0","3,916,810","10,086,400","-6,169,590",
" ","2610  ","華航            ","3,604,042","9,726,000","-6,121,958","0","0","0","3,604,042","9,726,000","-6,121,958",
" ","2618  ","長榮航          ","5,241,000","11,307,000","-6,066,000","0","0","0","5,241,000","11,307,000","-6,066,000",
" ","2010  ","春源            ","3,959,000","9,083,200","-5,124,200","0","0","0","3,959,000","9,083,200","-5,124,200",
" ","1304  ","台聚            ","886,001","5,995,000","-5,108,999","0","0","0","886,001","5,995,000","-5,108,999",
" ","2406  ","國碩            ","6,838,000","11,739,000","-4,901,000","0","0","0","6,838,000","11,739,000","-4,901,000",
" ","2317  ","鴻海            ","3,674,207","8,315,630","-4,641,423","0","0","0","3,674,207","8,315,630","-4,641,423",
"*","2330  ","台積電          ","4,089,343","8,553,337","-4,463,994","0","0","0","4,089,343","8,553,337","-4,463,994",
" ","3034  ","聯詠            ","2,554,295","6,992,716","-4,438,421","0","0","0","2,554,295","6,992,716","-4,438,421",
" ","2312  ","金寶            ","525,000","4,682,000","-4,157,000","0","0","0","525,000","4,682,000","-4,157,000",
" ",="00893 ","國泰智能電動車  ","9,310","3,815,000","-3,805,690","0","0","0","9,310","3,815,000","-3,805,690",
" ","6443  ","元晶            ","1,803,000","5,379,000","-3,576,000","0","0","0","1,803,000","5,379,000","-3,576,000",
" ",="00882 ","中信中國高股息  ","1,610,305","5,146,000","-3,535,695","0","0","0","1,610,305","5,146,000","-3,535,695",
" ","2886  ","兆豐金          ","1,048,000","4,554,000","-3,506,000","0","0","0","1,048,000","4,554,000","-3,506,000",
" ","2881  ","富邦金          ","6,614,010","9,903,200","-3,289,190","0","0","0","6,614,010","9,903,200","-3,289,190",
" ","2105  ","正新            ","1,227,000","4,486,300","-3,259,300","0","0","0","1,227,000","4,486,300","-3,259,300",
" ","1402  ","遠東新          ","1,868,000","5,041,500","-3,173,500","0","0","0","1,868,000","5,041,500","-3,173,500",
" ","2892  ","第一金          ","2,218,210","5,194,800","-2,976,590","0","0","0","2,218,210","5,194,800","-2,976,590",
" ","2882  ","國泰金          ","17,932,422","20,870,400","-2,937,978","0","0","0","17,932,422","20,870,400","-2,937,978",
" ","1313  ","聯成            ","1,970,000","4,895,195","-2,925,195","0","0","0","1,970,000","4,895,195","-2,925,195",
" ","1308  ","亞聚            ","1,018,000","3,865,000","-2,847,000","0","0","0","1,018,000","3,865,000","-2,847,000",
" ",="00878 ","國泰永續高股息  ","255,107","3,061,000","-2,805,893","0","0","0","255,107","3,061,000","-2,805,893",
" ","1101  ","台泥            ","917,000","3,620,900","-2,703,900","0","0","0","917,000","3,620,900","-2,703,900",
" ","2382  ","廣達            ","3,210,000","5,896,500","-2,686,500","0","0","0","3,210,000","5,896,500","-2,686,500",
" ","1326  ","台化            ","745,000","3,416,700","-2,671,700","0","0","0","745,000","3,416,700","-2,671,700",
" ","2408  ","南亞科          ","4,033,000","6,678,410","-2,645,410","0","0","0","4,033,000","6,678,410","-2,645,410",
" ","6120  ","達運            ","190,000","2,801,000","-2,611,000","0","0","0","190,000","2,801,000","-2,611,000",
" ","2031  ","新光鋼          ","2,481,000","5,046,000","-2,565,000","0","0","0","2,481,000","5,046,000","-2,565,000",
" ","1605  ","華新            ","5,789,000","8,330,000","-2,541,000","0","0","0","5,789,000","8,330,000","-2,541,000",
" ","2020  ","美亞            ","1,753,000","4,004,000","-2,251,000","0","0","0","1,753,000","4,004,000","-2,251,000",
" ","3576  ","聯合再生        ","1,916,122","4,151,000","-2,234,878","0","0","0","1,916,122","4,151,000","-2,234,878",
" ","2823  ","中壽            ","814,000","2,992,300","-2,178,300","0","0","0","814,000","2,992,300","-2,178,300",
" ","2208  ","台船            ","424,100","2,568,000","-2,143,900","0","0","0","424,100","2,568,000","-2,143,900",
" ","4960  ","誠美材          ","131,000","2,241,000","-2,110,000","0","0","0","131,000","2,241,000","-2,110,000",
" ","1312  ","國喬            ","2,346,000","4,425,000","-2,079,000","0","0","0","2,346,000","4,425,000","-2,079,000",
" ","2204  ","中華            ","385,000","2,444,000","-2,059,000","0","0","0","385,000","2,444,000","-2,059,000",
" ","2460  ","建通            ","641,000","2,653,000","-2,012,000","0","0","0","641,000","2,653,000","-2,012,000",
" ","6153  ","嘉聯益          ","220,000","2,136,000","-1,916,000","0","0","0","220,000","2,136,000","-1,916,000",
" ","2323  ","中環            ","163,000","1,996,000","-1,833,000","0","0","0","163,000","1,996,000","-1,833,000",
" ","2328  ","廣宇            ","901,000","2,702,000","-1,801,000","0","0","0","901,000","2,702,000","-1,801,000",
" ","1609  ","大亞            ","1,108,150","2,895,200","-1,787,050","0","0","0","1,108,150","2,895,200","-1,787,050",
" ","3006  ","晶豪科          ","7,176,511","8,962,711","-1,786,200","0","0","0","7,176,511","8,962,711","-1,786,200",
" ",="00642U","期元大S&P石油   ","515,000","2,282,421","-1,767,421","0","0","0","515,000","2,282,421","-1,767,421",
" ","2329  ","華泰            ","3,294,000","5,052,200","-1,758,200","0","0","0","3,294,000","5,052,200","-1,758,200",
" ","1305  ","華夏            ","875,000","2,550,000","-1,675,000","0","0","0","875,000","2,550,000","-1,675,000",
" ","2006  ","東和鋼鐵        ","2,468,000","4,133,000","-1,665,000","0","0","0","2,468,000","4,133,000","-1,665,000",
" ","3042  ","晶技            ","1,600,350","3,222,200","-1,621,850","0","0","0","1,600,350","3,222,200","-1,621,850",
" ","1718  ","中纖            ","547,000","2,137,000","-1,590,000","0","0","0","547,000","2,137,000","-1,590,000",
" ","2354  ","鴻準            ","757,890","2,339,200","-1,581,310","0","0","0","757,890","2,339,200","-1,581,310",
" ","3016  ","嘉晶            ","4,269,200","5,845,000","-1,575,800","0","0","0","4,269,200","5,845,000","-1,575,800",
" ","2504  ","國產            ","184,000","1,755,000","-1,571,000","0","0","0","184,000","1,755,000","-1,571,000",
" ","5871  ","中租-KY         ","1,357,000","2,899,944","-1,542,944","0","0","0","1,357,000","2,899,944","-1,542,944",
" ",="0050  ","元大台灣50      ","173,222","1,704,000","-1,530,778","0","0","0","173,222","1,704,000","-1,530,778",
" ","6005  ","群益證          ","811,000","2,328,000","-1,517,000","0","0","0","811,000","2,328,000","-1,517,000",
" ","2371  ","大同            ","603,000","2,108,000","-1,505,000","0","0","0","603,000","2,108,000","-1,505,000",
" ","8261  ","富鼎            ","1,936,000","3,430,000","-1,494,000","0","0","0","1,936,000","3,430,000","-1,494,000",
" ","3545  ","敦泰            ","1,334,000","2,824,250","-1,490,250","0","0","0","1,334,000","2,824,250","-1,490,250",
" ","2034  ","允強            ","12,495,000","13,969,000","-1,474,000","0","0","0","12,495,000","13,969,000","-1,474,000",
" ",="00712 ","FH富時不動產    ","3,000","1,441,000","-1,438,000","0","0","0","3,000","1,441,000","-1,438,000",
" ","1409  ","新纖            ","574,000","2,008,000","-1,434,000","0","0","0","574,000","2,008,000","-1,434,000",
" ","2515  ","中工            ","616,000","1,994,000","-1,378,000","0","0","0","616,000","1,994,000","-1,378,000",
" ","6176  ","瑞儀            ","362,000","1,738,118","-1,376,118","0","0","0","362,000","1,738,118","-1,376,118",
" ","2108  ","南帝            ","795,000","2,168,000","-1,373,000","0","0","0","795,000","2,168,000","-1,373,000",
" ","4306  ","炎洲            ","532,000","1,893,000","-1,361,000","0","0","0","532,000","1,893,000","-1,361,000",
" ","1447  ","力鵬            ","620,000","1,938,000","-1,318,000","0","0","0","620,000","1,938,000","-1,318,000",
" ","1795  ","美時            ","2,321,000","3,637,000","-1,316,000","0","0","0","2,321,000","3,637,000","-1,316,000",
" ","6505  ","台塑化          ","302,450","1,614,230","-1,311,780","0","0","0","302,450","1,614,230","-1,311,780",
" ","1455  ","集盛            ","1,497,024","2,778,100","-1,281,076","0","0","0","1,497,024","2,778,100","-1,281,076",
" ","2885  ","元大金          ","2,685,000","3,953,800","-1,268,800","0","0","0","2,685,000","3,953,800","-1,268,800",
" ","3714  ","富采            ","489,000","1,714,000","-1,225,000","0","0","0","489,000","1,714,000","-1,225,000",
" ","3704  ","合勤控          ","107,000","1,312,000","-1,205,000","0","0","0","107,000","1,312,000","-1,205,000",
" ","5880  ","合庫金          ","948,000","2,139,230","-1,191,230","0","0","0","948,000","2,139,230","-1,191,230",
" ","2467  ","志聖            ","439,000","1,598,000","-1,159,000","0","0","0","439,000","1,598,000","-1,159,000",
" ","3703  ","欣陸            ","188,000","1,343,000","-1,155,000","0","0","0","188,000","1,343,000","-1,155,000",
" ","2855  ","統一證          ","104,000","1,253,100","-1,149,100","0","0","0","104,000","1,253,100","-1,149,100",
" ","2022  ","聚亨            ","11,581,050","12,714,371","-1,133,321","0","0","0","11,581,050","12,714,371","-1,133,321",
" ","2489  ","瑞軒            ","813,000","1,943,000","-1,130,000","0","0","0","813,000","1,943,000","-1,130,000",
" ","2367  ","燿華            ","497,000","1,594,000","-1,097,000","0","0","0","497,000","1,594,000","-1,097,000",
" ","1309  ","台達化          ","231,000","1,323,000","-1,092,000","0","0","0","231,000","1,323,000","-1,092,000",
" ","3437  ","榮創            ","78,000","1,149,000","-1,071,000","0","0","0","78,000","1,149,000","-1,071,000",
" ","1608  ","華榮            ","528,000","1,580,000","-1,052,000","0","0","0","528,000","1,580,000","-1,052,000",
" ","2867  ","三商壽          ","510,000","1,532,000","-1,022,000","0","0","0","510,000","1,532,000","-1,022,000",
" ","2308  ","台達電          ","2,335,770","3,356,400","-1,020,630","0","0","0","2,335,770","3,356,400","-1,020,630",
" ","2417  ","圓剛            ","103,000","1,117,000","-1,014,000","0","0","0","103,000","1,117,000","-1,014,000",
" ","8011  ","台通            ","334,000","1,341,000","-1,007,000","0","0","0","334,000","1,341,000","-1,007,000",
" ","2104  ","國際中橡        ","118,000","1,118,000","-1,000,000","0","0","0","118,000","1,118,000","-1,000,000",
" ","9907  ","統一實          ","1,423,000","2,401,000","-978,000","0","0","0","1,423,000","2,401,000","-978,000",
" ","1909  ","榮成            ","1,167,000","2,135,000","-968,000","0","0","0","1,167,000","2,135,000","-968,000",
" ","4106  ","雃博            ","367,000","1,314,000","-947,000","0","0","0","367,000","1,314,000","-947,000",
" ","2327  ","國巨            ","670,961","1,611,672","-940,711","0","0","0","670,961","1,611,672","-940,711",
" ","8105  ","凌巨            ","112,000","1,051,000","-939,000","0","0","0","112,000","1,051,000","-939,000",
" ","1513  ","中興電          ","323,000","1,252,000","-929,000","0","0","0","323,000","1,252,000","-929,000",
" ","4961  ","天鈺            ","745,400","1,668,205","-922,805","0","0","0","745,400","1,668,205","-922,805",
" ","3049  ","和鑫            ","1,095,000","2,014,000","-919,000","0","0","0","1,095,000","2,014,000","-919,000",
" ","1732  ","毛寶            ","502,000","1,420,000","-918,000","0","0","0","502,000","1,420,000","-918,000",
" ","1760  ","寶齡富錦        ","379,000","1,289,000","-910,000","0","0","0","379,000","1,289,000","-910,000",
" ","2201  ","裕隆            ","356,010","1,264,000","-907,990","0","0","0","356,010","1,264,000","-907,990",
" ","2399  ","映泰            ","726,000","1,632,000","-906,000","0","0","0","726,000","1,632,000","-906,000",
" ","3026  ","禾伸堂          ","407,000","1,285,000","-878,000","0","0","0","407,000","1,285,000","-878,000",
" ","8016  ","矽創            ","1,171,200","2,039,947","-868,747","0","0","0","1,171,200","2,039,947","-868,747",
" ","2206  ","三陽工業        ","93,000","957,000","-864,000","0","0","0","93,000","957,000","-864,000",
" ","2880  ","華南金          ","1,083,050","1,931,500","-848,450","0","0","0","1,083,050","1,931,500","-848,450",
" ","2607  ","榮運            ","4,482,000","5,305,000","-823,000","0","0","0","4,482,000","5,305,000","-823,000",
" ","3673  ","TPK-KY          ","122,000","943,383","-821,383","0","0","0","122,000","943,383","-821,383",
" ","3014  ","聯陽            ","475,000","1,278,000","-803,000","0","0","0","475,000","1,278,000","-803,000",
" ","3706  ","神達            ","503,000","1,293,080","-790,080","0","0","0","503,000","1,293,080","-790,080",
" ","2474  ","可成            ","458,549","1,227,100","-768,551","0","0","0","458,549","1,227,100","-768,551",
" ","2492  ","華新科          ","385,000","1,144,667","-759,667","0","0","0","385,000","1,144,667","-759,667",
